CHAMP1,CHAMP2,CHAMP1_POSITION,CHAMP2_POSITION,VICTORY,DEFEAT,TOTALPLAYED,PERCENTVICTORY,PERCENTDEFEAT,YEAR,SEASON,TEAM
Ziggs,TahmKench,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Blue
Nautilus,Warwick,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Spring,Red
Warwick,Talon,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Red
Warwick,Thresh,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Warwick,Kassadin,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Blue
Warwick,Taric,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Caitlyn,Taric,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Caitlyn,TahmKench,AD_CARRY,SUPPORT,3,5,8,0.375,0.625,2017,Spring,Blue
Swain,Graves,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Spring,Red
LeeSin,Blitzcrank,JUNGLER,SUPPORT,0,2,2,0.0,1.0,2017,Spring,Blue
Ashe,Blitzcrank,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
LeeSin,Kayle,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Red
Lucian,Zyra,AD_CARRY,SUPPORT,2,2,4,0.5,0.5,2017,Spring,Red
Ivern,Zilean,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Spring,Red
Caitlyn,Zilean,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Lucian,Zilean,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Kennen,Zyra,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Spring,Blue
Elise,Fiddlesticks,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Ezreal,Fiddlesticks,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Spring,Blue
Lucian,Malzahar,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2017,Spring,Red
Rengar,Brand,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Varus,Brand,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Spring,Blue
Camille,Shaco,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Spring,Blue
Shaco,TwistedFate,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Blue
Shaco,Gragas,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Lucian,Gragas,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Rumble,Hecarim,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Red
Hecarim,Leblanc,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2017,Spring,Red
Hecarim,Malzahar,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2017,Spring,Red
Gragas,Shaco,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Spring,Blue
Shaco,Yasuo,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Blue
Shaco,Alistar,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Caitlyn,Alistar,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Camille,Rumble,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Spring,Red
Rumble,Leblanc,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Red
Rumble,Malzahar,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Rengar,Nasus,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Red
Fizz,Graves,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2017,Spring,Blue
Graves,Swain,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Blue
Kalista,Alistar,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Fizz,LeeSin,TOP_LANER,JUNGLER,2,4,6,0.3333333333333333,0.6666666666666666,2017,Spring,Red
Warwick,LeeSin,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Spring,Red
LeeSin,Lux,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Red
LeeSin,Gragas,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Ezreal,Gragas,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Teemo,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Spring,Blue
Elise,Ezreal,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Blue
Elise,Sion,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Jhin,Sion,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
LeeSin,Zed,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Spring,Red
Kennen,Karma,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Blue
Fizz,Rengar,TOP_LANER,JUNGLER,0,3,3,0.0,1.0,2017,Spring,Blue
Elise,MissFortune,AD_CARRY,SUPPORT,4,6,10,0.4,0.6,2017,Spring,Red
Graves,Fiddlesticks,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Kennen,Braum,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Kled,Khazix,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Red
Kennen,Braum,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Elise,Fiddlesticks,AD_CARRY,SUPPORT,0,3,3,0.0,1.0,2017,Spring,Red
Kennen,Fiddlesticks,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Kennen,Elise,TOP_LANER,JUNGLER,4,2,6,0.6666666666666666,0.3333333333333333,2017,Spring,Blue
Elise,Braum,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2017,Spring,Blue
Lucian,Braum,AD_CARRY,SUPPORT,6,5,11,0.5454545454545454,0.45454545454545453,2017,Spring,Blue
Graves,Leblanc,JUNGLER,MID_LANER,3,9,12,0.25,0.75,2017,Spring,Red
Elise,Camille,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Twitch,Camille,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Gragas,Khazix,TOP_LANER,JUNGLER,8,6,14,0.5714285714285714,0.42857142857142855,2017,Spring,Blue
Vayne,Thresh,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Kennen,Camille,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Twitch,Zyra,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Spring,Red
Elise,Annie,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Twitch,Annie,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Red
Tristana,Thresh,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Spring,Blue
Elise,Ekko,JUNGLER,MID_LANER,7,1,8,0.875,0.125,2017,Spring,Red
LeeSin,Kayle,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Blue
LeeSin,Camille,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Tristana,Camille,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Spring,Blue
Gragas,Leblanc,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Red
Lucian,TahmKench,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Spring,Red
Lucian,Thresh,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Spring,Red
Graves,Kayle,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Spring,Red
Gragas,Ivern,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2017,Spring,Blue
Graves,Nautilus,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Spring,Red
Ivern,Thresh,JUNGLER,SUPPORT,3,0,3,1.0,0.0,2017,Spring,Blue
Kennen,Thresh,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Blue
Lucian,Braum,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2017,Spring,Red
Gnar,Elise,TOP_LANER,JUNGLER,4,3,7,0.5714285714285714,0.42857142857142855,2017,Spring,Blue
Ivern,Vladimir,JUNGLER,MID_LANER,0,2,2,0.0,1.0,2017,Spring,Blue
Gangplank,Rumble,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Spring,Red
Rumble,Thresh,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Spring,Red
Camille,Ivern,TOP_LANER,JUNGLER,7,1,8,0.875,0.125,2017,Spring,Blue
Ivern,Swain,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Spring,Blue
Poppy,Rengar,TOP_LANER,JUNGLER,5,5,10,0.5,0.5,2017,Spring,Red
Shen,Gragas,TOP_LANER,JUNGLER,3,3,6,0.5,0.5,2017,Spring,Blue
Varus,Fiddlesticks,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Spring,Red
Gragas,TahmKench,JUNGLER,SUPPORT,1,3,4,0.25,0.75,2017,Spring,Blue
Camille,Rengar,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Spring,Red
Graves,Viktor,JUNGLER,MID_LANER,3,0,3,1.0,0.0,2017,Summer,Blue
Akali,Elise,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Twitch,Braum,AD_CARRY,SUPPORT,9,5,14,0.6428571428571429,0.35714285714285715,2017,Summer,Blue
Fiora,Graves,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Khazix,Syndra,JUNGLER,MID_LANER,6,9,15,0.4,0.6,2017,Summer,Red
Khazix,Braum,AD_CARRY,SUPPORT,8,11,19,0.42105263157894735,0.5789473684210527,2017,Summer,Red
Galio,LeeSin,TOP_LANER,JUNGLER,4,6,10,0.4,0.6,2017,Summer,Red
LeeSin,Malzahar,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2017,Summer,Red
Varus,Malzahar,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Khazix,Orianna,JUNGLER,MID_LANER,8,9,17,0.47058823529411764,0.5294117647058824,2017,Summer,Blue
KogMaw,Thresh,AD_CARRY,SUPPORT,7,6,13,0.5384615384615384,0.46153846153846156,2017,Summer,Blue
Elise,Malzahar,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Caitlyn,Malzahar,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Gnar,Graves,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Graves,Syndra,JUNGLER,MID_LANER,7,5,12,0.5833333333333334,0.4166666666666667,2017,Summer,Blue
Graves,Lulu,JUNGLER,SUPPORT,4,8,12,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Xayah,Lulu,AD_CARRY,SUPPORT,4,6,10,0.4,0.6,2017,Summer,Blue
Galio,Khazix,TOP_LANER,JUNGLER,5,9,14,0.35714285714285715,0.6428571428571429,2017,Summer,Red
Khazix,Fizz,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
Twitch,Karma,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Red
Graves,Orianna,JUNGLER,MID_LANER,3,8,11,0.2727272727272727,0.7272727272727273,2017,Summer,Blue
Xayah,TahmKench,AD_CARRY,SUPPORT,3,2,5,0.6,0.4,2017,Summer,Blue
Galio,Zac,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Zac,Leblanc,JUNGLER,MID_LANER,3,0,3,1.0,0.0,2017,Summer,Red
Zac,Thresh,AD_CARRY,SUPPORT,6,7,13,0.46153846153846156,0.5384615384615384,2017,Summer,Red
Gragas,Elise,TOP_LANER,JUNGLER,5,7,12,0.4166666666666667,0.5833333333333334,2017,Summer,Blue
Khazix,Leblanc,JUNGLER,MID_LANER,5,3,8,0.625,0.375,2017,Summer,Red
Khazix,Thresh,AD_CARRY,SUPPORT,8,17,25,0.32,0.68,2017,Summer,Red
Lucian,Braum,AD_CARRY,SUPPORT,5,9,14,0.35714285714285715,0.6428571428571429,2017,Summer,Blue
Elise,Camille,JUNGLER,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Blue
Twitch,Camille,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
JarvanIV,LeeSin,TOP_LANER,JUNGLER,10,9,19,0.5263157894736842,0.47368421052631576,2017,Summer,Blue
Shen,Ivern,TOP_LANER,JUNGLER,4,2,6,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Ivern,Braum,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Rumble,Zac,TOP_LANER,JUNGLER,8,6,14,0.5714285714285714,0.42857142857142855,2017,Summer,Blue
Ashe,Bard,AD_CARRY,SUPPORT,3,0,3,1.0,0.0,2017,Summer,Blue
JarvanIV,Khazix,TOP_LANER,JUNGLER,2,9,11,0.18181818181818182,0.8181818181818182,2017,Summer,Red
Lucian,Karma,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Red
Jayce,Graves,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Summer,Blue
Varus,Galio,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Zac,Lucian,JUNGLER,MID_LANER,6,4,10,0.6,0.4,2017,Summer,Blue
Zac,Lulu,JUNGLER,SUPPORT,7,4,11,0.6363636363636364,0.36363636363636365,2017,Summer,Blue
Khazix,Zyra,AD_CARRY,SUPPORT,8,5,13,0.6153846153846154,0.38461538461538464,2017,Summer,Red
Kennen,Zyra,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Khazix,Leblanc,JUNGLER,MID_LANER,4,4,8,0.5,0.5,2017,Summer,Blue
Kennen,Karma,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Fiora,Ivern,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Blue
Graves,Ekko,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Graves,Braum,AD_CARRY,SUPPORT,2,7,9,0.2222222222222222,0.7777777777777778,2017,Summer,Red
Ivern,Blitzcrank,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Galio,Warwick,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Blue
Warwick,Syndra,JUNGLER,MID_LANER,5,2,7,0.7142857142857143,0.2857142857142857,2017,Summer,Blue
Warwick,Braum,JUNGLER,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
LeeSin,Katarina,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
LeeSin,Viktor,JUNGLER,MID_LANER,5,3,8,0.625,0.375,2017,Summer,Blue
Khazix,Vladimir,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
KogMaw,Blitzcrank,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Red
Zac,Leblanc,JUNGLER,MID_LANER,8,1,9,0.8888888888888888,0.1111111111111111,2017,Summer,Blue
Jinx,Thresh,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
JarvanIV,Zac,TOP_LANER,JUNGLER,17,5,22,0.7727272727272727,0.22727272727272727,2017,Summer,Blue
LeeSin,Zyra,AD_CARRY,SUPPORT,14,10,24,0.5833333333333334,0.4166666666666667,2017,Summer,Red
Fiora,LeeSin,TOP_LANER,JUNGLER,2,10,12,0.16666666666666666,0.8333333333333334,2017,Summer,Red
Gangplank,Gragas,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Shen,Warwick,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2017,Summer,Blue
Warwick,Taliyah,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Warwick,Rakan,JUNGLER,SUPPORT,4,2,6,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Rengar,Vladimir,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Rengar,Blitzcrank,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Twitch,Blitzcrank,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Ivern,Thresh,AD_CARRY,SUPPORT,1,4,5,0.2,0.8,2017,Summer,Red
Ashe,Lulu,AD_CARRY,SUPPORT,5,10,15,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Renekton,Warwick,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Warwick,Orianna,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Warwick,Thresh,JUNGLER,SUPPORT,4,2,6,0.6666666666666666,0.3333333333333333,2017,Summer,Blue
Gnar,Khazix,TOP_LANER,JUNGLER,6,1,7,0.8571428571428571,0.14285714285714285,2017,Summer,Red
Kled,LeeSin,TOP_LANER,JUNGLER,6,5,11,0.5454545454545454,0.45454545454545453,2017,Summer,Blue
Fiora,Warwick,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Blue
Warwick,Viktor,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Kennen,Lulu,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Red
Graves,Syndra,JUNGLER,MID_LANER,2,4,6,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Ashe,Blitzcrank,AD_CARRY,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Red
Shen,Warwick,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Warwick,Ryze,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
Warwick,Blitzcrank,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Red
Warwick,Galio,JUNGLER,MID_LANER,0,3,3,0.0,1.0,2017,Summer,Blue
Warwick,Bard,JUNGLER,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Blue
Kled,Ivern,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Ivern,Malzahar,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
LeeSin,Vladimir,JUNGLER,MID_LANER,4,6,10,0.4,0.6,2017,Summer,Red
Gnar,Khazix,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Renekton,Warwick,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Warwick,Leblanc,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Warwick,Rakan,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Caitlyn,Rakan,AD_CARRY,SUPPORT,0,3,3,0.0,1.0,2017,Summer,Red
Gragas,Warwick,TOP_LANER,JUNGLER,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Warwick,Galio,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Varus,Rakan,AD_CARRY,SUPPORT,5,8,13,0.38461538461538464,0.6153846153846154,2017,Summer,Blue
Rumble,Ivern,TOP_LANER,JUNGLER,0,2,2,0.0,1.0,2017,Summer,Red
Kalista,TahmKench,AD_CARRY,SUPPORT,2,5,7,0.2857142857142857,0.7142857142857143,2017,Summer,Red
Rumble,Olaf,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Red
Olaf,Lucian,JUNGLER,MID_LANER,0,3,3,0.0,1.0,2017,Summer,Red
Olaf,Braum,AD_CARRY,SUPPORT,2,1,3,0.6666666666666666,0.3333333333333333,2017,Summer,Red
Ashe,Braum,AD_CARRY,SUPPORT,10,19,29,0.3448275862068966,0.6551724137931034,2017,Summer,Red
Khazix,Camille,JUNGLER,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Kennen,Camille,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Blue
LeeSin,Zed,JUNGLER,MID_LANER,0,3,3,0.0,1.0,2017,Summer,Red
Gnar,Warwick,TOP_LANER,JUNGLER,1,3,4,0.25,0.75,2017,Summer,Blue
Gnar,LeeSin,TOP_LANER,JUNGLER,3,3,6,0.5,0.5,2017,Summer,Blue
LeeSin,Lucian,JUNGLER,MID_LANER,0,4,4,0.0,1.0,2017,Summer,Blue
Rumble,Hecarim,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Hecarim,Ryze,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Red
Hecarim,Rakan,AD_CARRY,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Red
Khazix,Lucian,JUNGLER,MID_LANER,2,0,2,1.0,0.0,2017,Summer,Blue
RekSai,Ryze,JUNGLER,MID_LANER,0,4,4,0.0,1.0,2017,Summer,Red
Rumble,Nidalee,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Blue
Nidalee,TahmKench,JUNGLER,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Blue
Olaf,Corki,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Blue
Khazix,Taliyah,JUNGLER,MID_LANER,11,2,13,0.8461538461538461,0.15384615384615385,2017,Summer,Blue
Aatrox,Gragas,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
RekSai,Katarina,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Blue
Mordekaiser,RekSai,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Jayce,RekSai,TOP_LANER,JUNGLER,2,3,5,0.4,0.6,2017,Summer,Blue
Warwick,Cassiopeia,JUNGLER,MID_LANER,3,1,4,0.75,0.25,2017,Summer,Red
Warwick,Braum,AD_CARRY,SUPPORT,1,1,2,0.5,0.5,2017,Summer,Red
Tristana,Camille,AD_CARRY,SUPPORT,1,0,1,1.0,0.0,2017,Summer,Blue
Gragas,Camille,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Caitlyn,Camille,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
RekSai,KogMaw,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Kennen,Warwick,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Warwick,Corki,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Warwick,Lulu,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Olaf,Corki,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
Camille,RekSai,TOP_LANER,JUNGLER,6,5,11,0.5454545454545454,0.45454545454545453,2017,Summer,Blue
Khazix,Kassadin,JUNGLER,MID_LANER,2,3,5,0.4,0.6,2017,Summer,Red
Gragas,Hecarim,TOP_LANER,JUNGLER,1,0,1,1.0,0.0,2017,Summer,Red
Hecarim,Corki,JUNGLER,MID_LANER,1,1,2,0.5,0.5,2017,Summer,Red
Hecarim,TahmKench,AD_CARRY,SUPPORT,2,0,2,1.0,0.0,2017,Summer,Red
Olaf,Lucian,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Olaf,TahmKench,JUNGLER,SUPPORT,2,2,4,0.5,0.5,2017,Summer,Blue
Kalista,Alistar,AD_CARRY,SUPPORT,10,8,18,0.5555555555555556,0.4444444444444444,2017,Summer,Red
LeeSin,Alistar,AD_CARRY,SUPPORT,1,3,4,0.25,0.75,2017,Summer,Red
Jax,Gragas,TOP_LANER,JUNGLER,2,2,4,0.5,0.5,2017,Summer,Blue
Sejuani,TahmKench,AD_CARRY,SUPPORT,4,3,7,0.5714285714285714,0.42857142857142855,2017,Summer,Red
Sejuani,Leblanc,JUNGLER,MID_LANER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Sejuani,Braum,JUNGLER,SUPPORT,19,8,27,0.7037037037037037,0.2962962962962963,2017,Summer,Blue
Kled,Khazix,TOP_LANER,JUNGLER,5,8,13,0.38461538461538464,0.6153846153846154,2017,Summer,Red
Rumble,Kindred,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Kindred,Galio,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Kindred,Rakan,AD_CARRY,SUPPORT,0,1,1,0.0,1.0,2017,Summer,Red
Elise,Vladimir,JUNGLER,MID_LANER,4,0,4,1.0,0.0,2017,Summer,Blue
Kennen,Gragas,TOP_LANER,JUNGLER,6,4,10,0.6,0.4,2017,Summer,Red
Akali,LeeSin,TOP_LANER,JUNGLER,1,1,2,0.5,0.5,2017,Summer,Red
Sivir,Braum,AD_CARRY,SUPPORT,2,6,8,0.25,0.75,2017,Summer,Red
Rumble,Chogath,TOP_LANER,JUNGLER,2,0,2,1.0,0.0,2017,Summer,Blue
Chogath,Syndra,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Sejuani,Viktor,JUNGLER,MID_LANER,2,2,4,0.5,0.5,2017,Summer,Red
Rumble,Chogath,TOP_LANER,JUNGLER,0,1,1,0.0,1.0,2017,Summer,Red
Chogath,Vladimir,JUNGLER,MID_LANER,0,1,1,0.0,1.0,2017,Summer,Red
Chogath,Rakan,AD_CARRY,SUPPORT,0,2,2,0.0,1.0,2017,Summer,Red
JarvanIV,Kayn,TOP_LANER,JUNGLER,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
Kayn,Syndra,JUNGLER,MID_LANER,0,3,3,0.0,1.0,2017,Summer,Blue
Kayn,Thresh,JUNGLER,SUPPORT,2,3,5,0.4,0.6,2017,Summer,Blue
JarvanIV,Warwick,TOP_LANER,JUNGLER,3,1,4,0.75,0.25,2017,Summer,Blue
Camille,Sejuani,TOP_LANER,JUNGLER,6,9,15,0.4,0.6,2017,Summer,Red
Xayah,Braum,AD_CARRY,SUPPORT,10,16,26,0.38461538461538464,0.6153846153846154,2017,Summer,Red
Varus,Alistar,AD_CARRY,SUPPORT,8,5,13,0.6153846153846154,0.38461538461538464,2017,Summer,Blue
Renekton,Sejuani,TOP_LANER,JUNGLER,4,5,9,0.4444444444444444,0.5555555555555556,2017,Summer,Red
Sejuani,Syndra,JUNGLER,MID_LANER,5,7,12,0.4166666666666667,0.5833333333333334,2017,Summer,Red
Chogath,Khazix,TOP_LANER,JUNGLER,7,0,7,1.0,0.0,2017,Summer,Blue
Maokai,Talon,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Chogath,Galio,JUNGLER,MID_LANER,1,0,1,1.0,0.0,2017,Summer,Blue
Chogath,Taric,JUNGLER,SUPPORT,1,2,3,0.3333333333333333,0.6666666666666666,2017,Summer,Blue
