CHAMP1,CHAMP2,Year,Season,Team,CHAMP1_POS,CHAMP2_POS,Total_Played,Wins
Sejuani,Galio,2018,Spring,blue,Jungle,Middle,3,2
Gragas,Kassadin,2018,Spring,blue,Jungle,Middle,1,1
Elise,Diana,2016,Spring,blue,Jungle,Middle,2,2
LeeSin,Diana,2016,Spring,blue,Jungle,Middle,1,1
Nidalee,Diana,2016,Spring,blue,Jungle,Middle,1,0
RekSai,Lulu,2016,Summer,blue,Jungle,Middle,1,0
Graves,Corki,2016,Summer,blue,Jungle,Middle,1,0
Nidalee,Karma,2017,Spring,blue,Jungle,Middle,1,0
Gragas,Taliyah,2017,Spring,blue,Jungle,Middle,2,1
Nidalee,Varus,2017,Spring,blue,Jungle,Middle,1,1
RekSai,Lissandra,2017,Spring,blue,Jungle,Middle,2,2
Sejuani,Karma,2018,Spring,blue,Jungle,Middle,2,1
Gragas,Cassiopeia,2018,Spring,blue,Jungle,Middle,2,1
Gragas,Lucian,2018,Spring,blue,Jungle,Middle,2,2
LeeSin,Taliyah,2018,Spring,blue,Jungle,Middle,1,0
Jax,Galio,2018,Spring,blue,Jungle,Middle,1,0
Gragas,Corki,2018,Spring,blue,Jungle,Middle,5,4
JarvanIV,Karma,2018,Spring,blue,Jungle,Middle,2,2
Kindred,Gangplank,2016,Summer,blue,Jungle,Middle,1,1
Kindred,Ahri,2016,Summer,blue,Jungle,Middle,1,0
Gragas,Syndra,2017,Spring,blue,Jungle,Middle,2,1
Graves,Ekko,2017,Summer,blue,Jungle,Middle,1,1
Graves,Ryze,2017,Summer,blue,Jungle,Middle,1,0
Maokai,Corki,2018,Spring,blue,Jungle,Middle,1,0
LeeSin,TwistedFate,2018,Spring,blue,Jungle,Middle,1,0
JarvanIV,Lucian,2018,Spring,blue,Jungle,Middle,1,1
Zac,Orianna,2018,Spring,blue,Jungle,Middle,2,1
Sejuani,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,0
Camille,Azir,2018,Spring,blue,Jungle,Middle,1,1
Khazix,Leblanc,2018,Spring,blue,Jungle,Middle,1,1
Sejuani,Veigar,2018,Spring,blue,Jungle,Middle,1,1
Skarner,Azir,2018,Spring,blue,Jungle,Middle,2,1
Kayn,Azir,2018,Spring,blue,Jungle,Middle,1,0
Khazix,Karma,2018,Spring,blue,Jungle,Middle,1,1
Rengar,Azir,2018,Spring,blue,Jungle,Middle,3,2
Khazix,Galio,2018,Spring,blue,Jungle,Middle,1,0
Rengar,Galio,2018,Spring,blue,Jungle,Middle,1,0
Camille,Galio,2018,Spring,blue,Jungle,Middle,2,2
Zac,Corki,2018,Spring,blue,Jungle,Middle,1,0
Nidalee,Zoe,2018,Spring,blue,Jungle,Middle,1,1
Nidalee,Karma,2018,Spring,blue,Jungle,Middle,1,1
Jax,Ryze,2018,Spring,blue,Jungle,Middle,2,1
JarvanIV,Galio,2018,Spring,blue,Jungle,Middle,4,0
Sejuani,Zilean,2018,Spring,blue,Jungle,Middle,1,0
Gragas,Azir,2018,Spring,blue,Jungle,Middle,2,1
Rengar,Orianna,2018,Spring,blue,Jungle,Middle,1,0
Khazix,Syndra,2018,Spring,blue,Jungle,Middle,1,1
Sejuani,Orianna,2018,Spring,blue,Jungle,Middle,1,1
Zac,Cassiopeia,2018,Spring,blue,Jungle,Middle,1,0
RekSai,Janna,2015,Spring,blue,Jungle,Support,29,20
Rengar,Leona,2015,Spring,blue,Jungle,Support,5,1
Rengar,Annie,2015,Spring,blue,Jungle,Support,4,3
JarvanIV,Thresh,2015,Spring,blue,Jungle,Support,25,14
JarvanIV,Janna,2015,Spring,blue,Jungle,Support,41,21
JarvanIV,Annie,2015,Spring,blue,Jungle,Support,20,14
Nocturne,Nami,2015,Spring,blue,Jungle,Support,2,1
JarvanIV,Morgana,2015,Spring,blue,Jungle,Support,14,8
Vi,Annie,2015,Spring,blue,Jungle,Support,6,5
LeeSin,Janna,2015,Spring,blue,Jungle,Support,19,10
Vi,Morgana,2015,Spring,blue,Jungle,Support,7,6
JarvanIV,Nami,2015,Spring,blue,Jungle,Support,13,5
LeeSin,Nami,2015,Spring,blue,Jungle,Support,9,5
Rengar,Janna,2015,Spring,blue,Jungle,Support,11,6
RekSai,Morgana,2015,Spring,blue,Jungle,Support,21,11
Vi,Thresh,2015,Spring,blue,Jungle,Support,9,6
RekSai,Nami,2015,Spring,blue,Jungle,Support,13,8
LeeSin,Alistar,2015,Spring,blue,Jungle,Support,2,2
Vi,Janna,2015,Spring,blue,Jungle,Support,4,2
RekSai,Thresh,2015,Spring,blue,Jungle,Support,29,16
JarvanIV,Braum,2015,Spring,blue,Jungle,Support,4,0
RekSai,Leona,2015,Spring,blue,Jungle,Support,12,8
LeeSin,Annie,2015,Spring,blue,Jungle,Support,9,5
RekSai,Annie,2015,Spring,blue,Jungle,Support,13,6
Nidalee,Veigar,2015,Spring,blue,Jungle,Support,1,1
RekSai,Braum,2015,Spring,blue,Jungle,Support,6,3
RekSai,Veigar,2015,Spring,blue,Jungle,Support,2,2
Nidalee,Morgana,2015,Spring,blue,Jungle,Support,3,2
LeeSin,Leona,2015,Spring,blue,Jungle,Support,10,6
Nidalee,Braum,2015,Spring,blue,Jungle,Support,1,0
Sejuani,Janna,2015,Spring,blue,Jungle,Support,16,7
JarvanIV,Leona,2015,Spring,blue,Jungle,Support,12,5
Sejuani,Morgana,2015,Spring,blue,Jungle,Support,4,2
Nidalee,Annie,2015,Spring,blue,Jungle,Support,8,6
Gragas,Leona,2015,Spring,blue,Jungle,Support,2,1
RekSai,Lulu,2015,Spring,blue,Jungle,Support,8,4
Zac,Janna,2015,Spring,blue,Jungle,Support,2,0
Sejuani,Thresh,2015,Spring,blue,Jungle,Support,12,11
Nidalee,Thresh,2015,Spring,blue,Jungle,Support,6,5
Gragas,Alistar,2015,Spring,blue,Jungle,Support,1,0
Nunu,Morgana,2015,Spring,blue,Jungle,Support,3,1
Nidalee,Nautilus,2015,Spring,blue,Jungle,Support,2,2
RekSai,Nautilus,2015,Spring,blue,Jungle,Support,3,0
LeeSin,Lulu,2015,Spring,blue,Jungle,Support,2,1
Vi,Nautilus,2015,Spring,blue,Jungle,Support,1,1
Zac,Thresh,2015,Spring,blue,Jungle,Support,1,0
Nunu,Thresh,2015,Spring,blue,Jungle,Support,4,2
RekSai,Alistar,2015,Spring,blue,Jungle,Support,4,3
Zac,Morgana,2015,Spring,blue,Jungle,Support,1,1
Gragas,Nautilus,2015,Summer,blue,Jungle,Support,32,18
RekSai,Thresh,2015,Summer,blue,Jungle,Support,47,26
LeeSin,Alistar,2015,Summer,blue,Jungle,Support,13,9
Nunu,Thresh,2015,Summer,blue,Jungle,Support,8,3
Zac,Nautilus,2015,Summer,blue,Jungle,Support,1,1
Evelynn,Alistar,2015,Summer,blue,Jungle,Support,21,11
Sejuani,Alistar,2015,Summer,blue,Jungle,Support,13,4
Gragas,Thresh,2015,Summer,blue,Jungle,Support,48,26
Sejuani,Nautilus,2015,Summer,blue,Jungle,Support,6,0
RekSai,Annie,2015,Summer,blue,Jungle,Support,22,14
Zac,Morgana,2015,Summer,blue,Jungle,Support,1,1
RekSai,Janna,2015,Summer,blue,Jungle,Support,22,9
LeeSin,Nautilus,2015,Summer,blue,Jungle,Support,6,2
Sejuani,Thresh,2015,Summer,blue,Jungle,Support,9,3
RekSai,Nautilus,2015,Summer,blue,Jungle,Support,23,11
Gragas,Bard,2015,Summer,blue,Jungle,Support,5,1
Ekko,Alistar,2015,Summer,blue,Jungle,Support,8,4
JarvanIV,Alistar,2015,Summer,blue,Jungle,Support,7,4
Gragas,Karma,2015,Summer,blue,Jungle,Support,2,2
LeeSin,Annie,2015,Summer,blue,Jungle,Support,5,3
Nunu,Bard,2015,Summer,blue,Jungle,Support,2,2
XinZhao,Alistar,2015,Summer,blue,Jungle,Support,1,1
Sejuani,Annie,2015,Summer,blue,Jungle,Support,4,2
XinZhao,Thresh,2015,Summer,blue,Jungle,Support,1,0
RekSai,Alistar,2015,Summer,blue,Jungle,Support,57,32
Nocturne,Nautilus,2015,Summer,blue,Jungle,Support,1,0
Ekko,Annie,2015,Summer,blue,Jungle,Support,4,2
JarvanIV,Thresh,2015,Summer,blue,Jungle,Support,2,2
Gragas,Janna,2015,Summer,blue,Jungle,Support,27,15
RekSai,Morgana,2015,Summer,blue,Jungle,Support,18,13
Nidalee,Alistar,2015,Summer,blue,Jungle,Support,17,11
Gragas,Alistar,2015,Summer,blue,Jungle,Support,38,20
Evelynn,Annie,2015,Summer,blue,Jungle,Support,5,3
Gragas,Morgana,2015,Summer,blue,Jungle,Support,14,9
Gragas,Annie,2015,Summer,blue,Jungle,Support,13,6
RekSai,Braum,2015,Summer,blue,Jungle,Support,9,5
Nidalee,Shen,2015,Summer,blue,Jungle,Support,1,1
LeeSin,Shen,2015,Summer,blue,Jungle,Support,2,2
Rengar,Karma,2015,Summer,blue,Jungle,Support,1,1
Gragas,Shen,2015,Summer,blue,Jungle,Support,3,0
Nautilus,Janna,2015,Summer,blue,Jungle,Support,1,1
Shyvana,Braum,2015,Summer,blue,Jungle,Support,2,2
Nidalee,Janna,2015,Summer,blue,Jungle,Support,4,1
Vi,Braum,2015,Summer,blue,Jungle,Support,2,0
Evelynn,Braum,2015,Summer,blue,Jungle,Support,11,3
Nidalee,Karma,2015,Summer,blue,Jungle,Support,1,0
Elise,Bard,2015,Summer,blue,Jungle,Support,1,0
Nidalee,Braum,2015,Summer,blue,Jungle,Support,5,2
Gragas,Braum,2015,Summer,blue,Jungle,Support,10,8
Nidalee,Morgana,2015,Summer,blue,Jungle,Support,7,5
Zac,Thresh,2015,Summer,blue,Jungle,Support,1,1
Ekko,Nautilus,2015,Summer,blue,Jungle,Support,5,1
Nidalee,Thresh,2015,Summer,blue,Jungle,Support,3,3
LeeSin,Nautilus,2015,Spring,blue,Jungle,Support,3,1
Nunu,Janna,2015,Spring,blue,Jungle,Support,5,3
JarvanIV,Alistar,2015,Spring,blue,Jungle,Support,2,1
Gragas,Morgana,2015,Spring,blue,Jungle,Support,2,0
Nunu,Alistar,2015,Spring,blue,Jungle,Support,7,5
Sejuani,Nautilus,2015,Spring,blue,Jungle,Support,5,3
Gragas,Nautilus,2015,Spring,blue,Jungle,Support,6,5
Nidalee,Janna,2015,Spring,blue,Jungle,Support,8,6
Nunu,Nautilus,2015,Spring,blue,Jungle,Support,6,2
Gragas,Thresh,2015,Spring,blue,Jungle,Support,8,5
Gragas,Nami,2015,Spring,blue,Jungle,Support,2,1
Sejuani,Kennen,2015,Spring,blue,Jungle,Support,3,3
Zac,Nautilus,2015,Spring,blue,Jungle,Support,1,0
Elise,Janna,2015,Summer,blue,Jungle,Support,5,3
Elise,Alistar,2015,Summer,blue,Jungle,Support,14,9
Evelynn,Thresh,2015,Summer,blue,Jungle,Support,5,0
Elise,Braum,2015,Summer,blue,Jungle,Support,13,10
Evelynn,Janna,2015,Summer,blue,Jungle,Support,7,1
Ekko,Braum,2015,Summer,blue,Jungle,Support,5,2
LeeSin,Braum,2015,Summer,blue,Jungle,Support,3,1
Elise,Thresh,2015,Summer,blue,Jungle,Support,19,8
Ekko,Thresh,2015,Summer,blue,Jungle,Support,5,4
Evelynn,Soraka,2015,Summer,blue,Jungle,Support,1,1
Evelynn,Leona,2015,Summer,blue,Jungle,Support,2,0
Amumu,Karma,2015,Summer,blue,Jungle,Support,2,0
Khazix,Braum,2015,Summer,blue,Jungle,Support,1,1
Gragas,Soraka,2015,Summer,blue,Jungle,Support,1,1
Shyvana,Karma,2015,Summer,blue,Jungle,Support,1,0
Ekko,Janna,2015,Summer,blue,Jungle,Support,3,0
Elise,Alistar,2016,Spring,blue,Jungle,Support,63,35
LeeSin,Braum,2016,Spring,blue,Jungle,Support,16,8
Kindred,Alistar,2016,Spring,blue,Jungle,Support,26,15
RekSai,Alistar,2016,Spring,blue,Jungle,Support,30,18
Elise,Thresh,2016,Spring,blue,Jungle,Support,33,18
RekSai,Morgana,2016,Spring,blue,Jungle,Support,7,3
Elise,Trundle,2016,Spring,blue,Jungle,Support,24,14
RekSai,Bard,2016,Spring,blue,Jungle,Support,17,9
RekSai,Trundle,2016,Spring,blue,Jungle,Support,16,6
Elise,Janna,2016,Spring,blue,Jungle,Support,16,8
Graves,Braum,2016,Spring,blue,Jungle,Support,41,26
Nidalee,Alistar,2016,Spring,blue,Jungle,Support,40,22
RekSai,Janna,2016,Spring,blue,Jungle,Support,8,4
Elise,Morgana,2016,Spring,blue,Jungle,Support,20,13
Nidalee,Braum,2016,Spring,blue,Jungle,Support,39,21
Poppy,Soraka,2016,Spring,blue,Jungle,Support,1,1
Graves,Morgana,2016,Spring,blue,Jungle,Support,6,4
Graves,Thresh,2016,Spring,blue,Jungle,Support,15,9
LeeSin,Alistar,2016,Spring,blue,Jungle,Support,11,6
Nidalee,Bard,2016,Spring,blue,Jungle,Support,15,12
Nidalee,Morgana,2016,Spring,blue,Jungle,Support,8,7
Graves,Alistar,2016,Spring,blue,Jungle,Support,40,20
Nunu,Morgana,2016,Spring,blue,Jungle,Support,2,2
Elise,Bard,2016,Spring,blue,Jungle,Support,15,10
Kindred,Braum,2016,Spring,blue,Jungle,Support,31,13
Graves,Bard,2016,Spring,blue,Jungle,Support,8,4
RekSai,Soraka,2016,Spring,blue,Jungle,Support,2,2
Graves,Janna,2016,Spring,blue,Jungle,Support,7,3
Gragas,Braum,2016,Spring,blue,Jungle,Support,50,25
Gragas,Alistar,2016,Spring,blue,Jungle,Support,23,10
RekSai,Braum,2016,Spring,blue,Jungle,Support,26,10
Elise,Braum,2016,Spring,blue,Jungle,Support,46,15
Udyr,Alistar,2016,Spring,blue,Jungle,Support,4,2
Gragas,Soraka,2016,Spring,blue,Jungle,Support,4,3
Gragas,Morgana,2016,Spring,blue,Jungle,Support,8,7
LeeSin,Janna,2016,Spring,blue,Jungle,Support,5,2
Nidalee,Nautilus,2016,Spring,blue,Jungle,Support,2,1
Gragas,Bard,2016,Spring,blue,Jungle,Support,11,5
Sejuani,Karma,2016,Spring,blue,Jungle,Support,1,1
Udyr,Bard,2016,Spring,blue,Jungle,Support,1,0
LeeSin,Morgana,2016,Spring,blue,Jungle,Support,3,2
Gragas,Trundle,2016,Spring,blue,Jungle,Support,15,10
Nidalee,Soraka,2016,Spring,blue,Jungle,Support,3,1
Kindred,Bard,2016,Spring,blue,Jungle,Support,10,3
Graves,Karma,2016,Summer,blue,Jungle,Support,18,9
RekSai,Bard,2016,Summer,blue,Jungle,Support,54,33
Nidalee,Karma,2016,Summer,blue,Jungle,Support,13,7
Gragas,Zyra,2016,Summer,blue,Jungle,Support,9,6
Graves,Braum,2016,Summer,blue,Jungle,Support,40,11
Olaf,Soraka,2016,Summer,blue,Jungle,Support,1,0
Gragas,Karma,2016,Summer,blue,Jungle,Support,47,29
Kindred,Alistar,2016,Summer,blue,Jungle,Support,15,8
Nidalee,Thresh,2016,Summer,blue,Jungle,Support,8,5
Elise,Karma,2016,Summer,blue,Jungle,Support,34,12
Nidalee,Alistar,2016,Summer,blue,Jungle,Support,20,15
Khazix,Karma,2016,Summer,blue,Jungle,Support,3,2
Elise,Braum,2016,Summer,blue,Jungle,Support,65,34
RekSai,Nami,2016,Summer,blue,Jungle,Support,31,14
LeeSin,Nami,2016,Summer,blue,Jungle,Support,6,3
RekSai,Zyra,2016,Summer,blue,Jungle,Support,8,4
Nidalee,Soraka,2016,Summer,blue,Jungle,Support,6,3
RekSai,Braum,2016,Summer,blue,Jungle,Support,74,37
Graves,Zyra,2016,Summer,blue,Jungle,Support,2,0
Kindred,Zyra,2016,Summer,blue,Jungle,Support,3,1
Kindred,Karma,2016,Summer,blue,Jungle,Support,8,4
RekSai,Soraka,2016,Summer,blue,Jungle,Support,12,7
Elise,Zyra,2016,Summer,blue,Jungle,Support,9,3
Nidalee,Braum,2016,Summer,blue,Jungle,Support,43,28
Kindred,Bard,2016,Summer,blue,Jungle,Support,13,4
Olaf,Bard,2016,Summer,blue,Jungle,Support,12,7
Nidalee,Nami,2016,Summer,blue,Jungle,Support,8,4
Olaf,Karma,2016,Summer,blue,Jungle,Support,20,11
Olaf,Zyra,2016,Summer,blue,Jungle,Support,7,4
Evelynn,Karma,2016,Summer,blue,Jungle,Support,1,0
RekSai,Karma,2016,Summer,blue,Jungle,Support,52,23
Kindred,Braum,2016,Summer,blue,Jungle,Support,23,7
Gragas,Alistar,2016,Summer,blue,Jungle,Support,22,12
Kindred,Soraka,2016,Summer,blue,Jungle,Support,3,2
Elise,Morgana,2016,Summer,blue,Jungle,Support,3,2
Elise,Bard,2016,Summer,blue,Jungle,Support,32,19
Gragas,Bard,2016,Summer,blue,Jungle,Support,27,15
Elise,Soraka,2016,Summer,blue,Jungle,Support,8,2
Elise,Janna,2016,Summer,blue,Jungle,Support,6,4
Hecarim,Bard,2016,Summer,blue,Jungle,Support,6,4
Hecarim,Nami,2016,Summer,blue,Jungle,Support,3,1
RekSai,Trundle,2016,Summer,blue,Jungle,Support,17,9
Gragas,Nami,2016,Summer,blue,Jungle,Support,16,6
Hecarim,Karma,2016,Summer,blue,Jungle,Support,18,6
RekSai,Thresh,2016,Summer,blue,Jungle,Support,23,12
Gragas,Braum,2016,Summer,blue,Jungle,Support,38,19
RekSai,Morgana,2016,Summer,blue,Jungle,Support,4,1
Nidalee,Zyra,2016,Summer,blue,Jungle,Support,5,5
RekSai,Alistar,2016,Summer,blue,Jungle,Support,28,14
Olaf,Nami,2016,Summer,blue,Jungle,Support,2,0
Elise,Thresh,2016,Summer,blue,Jungle,Support,10,5
Hecarim,Braum,2016,Summer,blue,Jungle,Support,13,7
Olaf,Braum,2016,Summer,blue,Jungle,Support,4,2
Gragas,Soraka,2016,Summer,blue,Jungle,Support,4,3
Olaf,Trundle,2016,Summer,blue,Jungle,Support,4,2
Nidalee,Taric,2016,Summer,blue,Jungle,Support,6,5
RekSai,Sona,2016,Summer,blue,Jungle,Support,2,0
Rengar,Braum,2016,Summer,blue,Jungle,Support,1,1
Hecarim,Sona,2016,Summer,blue,Jungle,Support,1,1
Gragas,Trundle,2016,Summer,blue,Jungle,Support,21,13
Gragas,Thresh,2016,Summer,blue,Jungle,Support,14,6
Olaf,Taric,2016,Summer,blue,Jungle,Support,2,2
Sejuani,Sona,2016,Summer,blue,Jungle,Support,1,0
Hecarim,Taric,2016,Summer,blue,Jungle,Support,6,6
Mordekaiser,Taric,2016,Summer,blue,Jungle,Support,1,1
Gragas,TahmKench,2016,Summer,blue,Jungle,Support,22,18
Nidalee,Janna,2016,Spring,blue,Jungle,Support,6,3
Gragas,Janna,2016,Spring,blue,Jungle,Support,9,7
Gragas,Karma,2016,Spring,blue,Jungle,Support,2,1
Kindred,Karma,2016,Spring,blue,Jungle,Support,3,1
Elise,Soraka,2016,Spring,blue,Jungle,Support,4,2
Kindred,Morgana,2016,Spring,blue,Jungle,Support,6,3
RekSai,Karma,2016,Spring,blue,Jungle,Support,1,0
RekSai,TahmKench,2016,Summer,blue,Jungle,Support,22,13
LeeSin,Karma,2016,Summer,blue,Jungle,Support,12,5
Elise,Trundle,2016,Summer,blue,Jungle,Support,10,7
RekSai,Taric,2016,Summer,blue,Jungle,Support,12,6
Gragas,Taric,2016,Summer,blue,Jungle,Support,13,10
Gragas,Morgana,2016,Summer,blue,Jungle,Support,7,4
RekSai,Zyra,2017,Spring,blue,Jungle,Support,25,11
LeeSin,Taric,2017,Spring,blue,Jungle,Support,3,2
RekSai,TahmKench,2017,Spring,blue,Jungle,Support,4,3
Khazix,Karma,2017,Spring,blue,Jungle,Support,50,30
LeeSin,Malzahar,2017,Spring,blue,Jungle,Support,32,17
Olaf,Malzahar,2017,Spring,blue,Jungle,Support,11,7
Graves,Zyra,2017,Spring,blue,Jungle,Support,36,18
Graves,Malzahar,2017,Spring,blue,Jungle,Support,29,16
RekSai,Morgana,2017,Spring,blue,Jungle,Support,1,1
RekSai,Malzahar,2017,Spring,blue,Jungle,Support,12,8
Rengar,Karma,2017,Spring,blue,Jungle,Support,54,34
Elise,MissFortune,2017,Spring,blue,Jungle,Support,6,5
RekSai,Thresh,2017,Spring,blue,Jungle,Support,4,2
Khazix,Morgana,2017,Spring,blue,Jungle,Support,3,2
LeeSin,Thresh,2017,Spring,blue,Jungle,Support,8,5
Rengar,Zyra,2017,Spring,blue,Jungle,Support,36,22
Olaf,MissFortune,2017,Spring,blue,Jungle,Support,4,1
LeeSin,Zyra,2017,Spring,blue,Jungle,Support,32,15
RekSai,MissFortune,2017,Spring,blue,Jungle,Support,6,1
Khazix,Malzahar,2017,Spring,blue,Jungle,Support,42,31
Rengar,Thresh,2017,Spring,blue,Jungle,Support,16,8
Khazix,Zilean,2017,Spring,blue,Jungle,Support,3,0
Khazix,Taric,2017,Spring,blue,Jungle,Support,4,2
Khazix,Braum,2017,Spring,blue,Jungle,Support,15,10
Khazix,Thresh,2017,Spring,blue,Jungle,Support,18,11
Khazix,Nami,2017,Spring,blue,Jungle,Support,22,11
LeeSin,Karma,2017,Spring,blue,Jungle,Support,43,18
Khazix,MissFortune,2017,Spring,blue,Jungle,Support,14,6
Rengar,MissFortune,2017,Spring,blue,Jungle,Support,8,4
Khazix,Camille,2017,Spring,blue,Jungle,Support,3,2
Khazix,Zyra,2017,Spring,blue,Jungle,Support,50,31
Khazix,TahmKench,2017,Spring,blue,Jungle,Support,14,7
Rengar,Morgana,2017,Spring,blue,Jungle,Support,2,1
Elise,Nami,2017,Spring,blue,Jungle,Support,11,3
Olaf,Thresh,2017,Spring,blue,Jungle,Support,4,3
Nidalee,TahmKench,2017,Spring,blue,Jungle,Support,1,0
Khazix,Lulu,2017,Spring,blue,Jungle,Support,38,22
Ivern,MissFortune,2017,Spring,blue,Jungle,Support,7,5
Graves,Thresh,2017,Spring,blue,Jungle,Support,19,13
Evelynn,Karma,2017,Spring,blue,Jungle,Support,1,1
Ivern,Karma,2017,Spring,blue,Jungle,Support,19,9
Graves,Nami,2017,Spring,blue,Jungle,Support,20,8
Warwick,Malzahar,2017,Spring,blue,Jungle,Support,2,1
Rengar,Lulu,2017,Spring,blue,Jungle,Support,47,25
Nidalee,Malzahar,2017,Spring,blue,Jungle,Support,4,2
Ivern,Taric,2017,Spring,blue,Jungle,Support,1,1
Nidalee,Zyra,2017,Spring,blue,Jungle,Support,3,1
Rengar,Malzahar,2017,Spring,blue,Jungle,Support,19,13
Evelynn,Malzahar,2017,Spring,blue,Jungle,Support,1,0
Elise,Zyra,2017,Spring,blue,Jungle,Support,23,12
Elise,Lulu,2017,Spring,blue,Jungle,Support,34,19
Rengar,Soraka,2017,Spring,blue,Jungle,Support,2,2
Rengar,Janna,2017,Spring,blue,Jungle,Support,2,2
Shaco,Karma,2017,Spring,blue,Jungle,Support,2,1
Rengar,Nami,2017,Spring,blue,Jungle,Support,34,21
Graves,Karma,2017,Spring,blue,Jungle,Support,60,31
LeeSin,Soraka,2017,Spring,blue,Jungle,Support,1,1
Olaf,Nami,2017,Spring,blue,Jungle,Support,2,1
Graves,Bard,2017,Spring,blue,Jungle,Support,4,1
Graves,TahmKench,2017,Spring,blue,Jungle,Support,23,14
Graves,Nautilus,2017,Spring,blue,Jungle,Support,8,5
Graves,Blitzcrank,2017,Spring,blue,Jungle,Support,3,3
Rengar,Alistar,2017,Spring,blue,Jungle,Support,2,0
LeeSin,TahmKench,2017,Spring,blue,Jungle,Support,8,3
Zac,Lulu,2017,Spring,blue,Jungle,Support,3,3
Elise,Thresh,2017,Spring,blue,Jungle,Support,9,4
Rengar,TahmKench,2017,Spring,blue,Jungle,Support,23,17
Rengar,Camille,2017,Spring,blue,Jungle,Support,1,1
Rengar,Maokai,2017,Spring,blue,Jungle,Support,1,0
LeeSin,Braum,2017,Spring,blue,Jungle,Support,4,3
Elise,Malzahar,2017,Spring,blue,Jungle,Support,22,12
Gragas,Lulu,2017,Spring,blue,Jungle,Support,8,6
Graves,Lulu,2017,Spring,blue,Jungle,Support,35,20
Elise,Karma,2017,Spring,blue,Jungle,Support,29,16
RekSai,Karma,2017,Spring,blue,Jungle,Support,16,8
LeeSin,Lulu,2017,Spring,blue,Jungle,Support,35,20
Gragas,Karma,2017,Spring,blue,Jungle,Support,11,5
Gragas,Nami,2017,Spring,blue,Jungle,Support,3,2
Elise,Nautilus,2017,Spring,blue,Jungle,Support,4,4
Evelynn,Lulu,2017,Spring,blue,Jungle,Support,1,0
Nidalee,Lulu,2017,Spring,blue,Jungle,Support,3,1
RekSai,Lulu,2017,Spring,blue,Jungle,Support,5,2
Gragas,Zyra,2017,Spring,blue,Jungle,Support,1,1
Olaf,Lulu,2017,Spring,blue,Jungle,Support,3,2
Olaf,Zyra,2017,Spring,blue,Jungle,Support,7,2
Gragas,Braum,2017,Spring,blue,Jungle,Support,5,2
Ivern,Lulu,2017,Spring,blue,Jungle,Support,14,10
Olaf,Lulu,2017,Summer,blue,Jungle,Support,11,7
Gragas,Rakan,2017,Summer,blue,Jungle,Support,40,29
Khazix,Lulu,2017,Summer,blue,Jungle,Support,12,8
Elise,Lulu,2017,Summer,blue,Jungle,Support,17,6
Gragas,Karma,2017,Summer,blue,Jungle,Support,8,4
Elise,Bard,2017,Summer,blue,Jungle,Support,7,4
Elise,Karma,2017,Summer,blue,Jungle,Support,21,9
Graves,TahmKench,2017,Summer,blue,Jungle,Support,4,1
Elise,Zyra,2017,Summer,blue,Jungle,Support,19,8
Olaf,Rakan,2017,Summer,blue,Jungle,Support,5,2
Rengar,Thresh,2017,Summer,blue,Jungle,Support,5,3
LeeSin,Karma,2017,Summer,blue,Jungle,Support,8,5
Rengar,TahmKench,2017,Summer,blue,Jungle,Support,4,3
LeeSin,Bard,2017,Summer,blue,Jungle,Support,7,5
LeeSin,Lulu,2017,Summer,blue,Jungle,Support,11,3
Nidalee,Karma,2017,Summer,blue,Jungle,Support,1,1
Ivern,Lulu,2017,Summer,blue,Jungle,Support,2,1
LeeSin,Zyra,2017,Summer,blue,Jungle,Support,16,9
LeeSin,Sejuani,2017,Summer,blue,Jungle,Support,2,1
Khazix,Karma,2017,Summer,blue,Jungle,Support,14,6
Zac,Rakan,2017,Summer,blue,Jungle,Support,13,11
LeeSin,Blitzcrank,2017,Summer,blue,Jungle,Support,7,5
LeeSin,Rakan,2017,Summer,blue,Jungle,Support,13,5
Ivern,Karma,2017,Summer,blue,Jungle,Support,7,1
Gragas,Zyra,2017,Summer,blue,Jungle,Support,13,6
Gragas,Bard,2017,Summer,blue,Jungle,Support,7,5
Rengar,Lulu,2017,Summer,blue,Jungle,Support,6,2
Zac,Bard,2017,Summer,blue,Jungle,Support,4,4
Elise,Sejuani,2017,Summer,blue,Jungle,Support,2,0
Ivern,Thresh,2017,Summer,blue,Jungle,Support,3,2
LeeSin,Thresh,2017,Summer,blue,Jungle,Support,42,22
Graves,Rakan,2017,Summer,blue,Jungle,Support,5,2
RekSai,Karma,2017,Summer,blue,Jungle,Support,6,3
Gragas,Morgana,2017,Summer,blue,Jungle,Support,17,12
LeeSin,Braum,2017,Summer,blue,Jungle,Support,24,14
Nidalee,Thresh,2017,Summer,blue,Jungle,Support,6,4
Olaf,Thresh,2017,Summer,blue,Jungle,Support,14,5
Elise,Rakan,2017,Summer,blue,Jungle,Support,22,12
Gragas,Thresh,2017,Summer,blue,Jungle,Support,51,32
Elise,Thresh,2017,Summer,blue,Jungle,Support,55,33
Ivern,Zyra,2017,Summer,blue,Jungle,Support,1,0
Elise,Braum,2017,Summer,blue,Jungle,Support,69,35
LeeSin,TahmKench,2017,Summer,blue,Jungle,Support,14,8
Rengar,Zyra,2017,Summer,blue,Jungle,Support,5,3
Elise,Blitzcrank,2017,Summer,blue,Jungle,Support,14,9
RekSai,TahmKench,2017,Summer,blue,Jungle,Support,14,5
