,CHAMP1_x,Team_x,Partidas_x,CHAMP2_POS_x,CHAMP1_POS_x,CHAMP2_x,Year_x,Season_x,bResult,CHAMP1_y,Team_y,Partidas_y,CHAMP2_POS_y,CHAMP1_POS_y,CHAMP2_y,Year_y,Season_y,rResult
1329,Elise,blue,1,Support,Jungle,Annie,2015,Summer,0,Nidalee,red,1,Support,Jungle,Alistar,2015,Summer,1
1330,Elise,blue,1,Support,Jungle,Braum,2015,Summer,0,Nidalee,red,1,Support,Jungle,Alistar,2015,Summer,1
1331,LeeSin,blue,1,Support,Jungle,Nautilus,2015,Summer,0,Gragas,red,1,Support,Jungle,Alistar,2015,Summer,1
1332,RekSai,blue,1,Support,Jungle,Janna,2015,Summer,1,Gragas,red,1,Support,Jungle,Nautilus,2015,Summer,0
1333,LeeSin,blue,1,Support,Jungle,Shen,2015,Summer,1,Elise,red,1,Support,Jungle,Alistar,2015,Summer,0
1334,LeeSin,blue,1,Support,Jungle,Thresh,2015,Summer,0,Elise,red,1,Support,Jungle,Braum,2015,Summer,1
1335,Elise,blue,1,Support,Jungle,Shen,2015,Summer,1,RekSai,red,1,Support,Jungle,Alistar,2015,Summer,0
1336,Olaf,blue,1,Support,Jungle,Alistar,2015,Summer,1,Elise,red,1,Support,Jungle,Braum,2015,Summer,0
1337,Olaf,blue,1,Support,Jungle,Alistar,2015,Summer,1,Elise,red,1,Support,Jungle,Braum,2015,Summer,0
1338,LeeSin,blue,1,Support,Jungle,Thresh,2015,Summer,1,RekSai,red,1,Support,Jungle,Morgana,2015,Summer,0
1339,Evelynn,blue,1,Support,Jungle,Shen,2015,Summer,0,Elise,red,1,Support,Jungle,Thresh,2015,Summer,1
1340,LeeSin,blue,1,Support,Jungle,Thresh,2015,Summer,1,Nidalee,red,1,Support,Jungle,Braum,2015,Summer,0
1341,Elise,blue,1,Support,Jungle,Alistar,2015,Summer,0,Gragas,red,1,Support,Jungle,Braum,2015,Summer,1
1342,Gragas,blue,1,Support,Jungle,Alistar,2015,Summer,0,Elise,red,1,Support,Jungle,Janna,2015,Summer,1
1343,Elise,blue,1,Support,Jungle,Shen,2015,Summer,1,Gragas,red,1,Support,Jungle,Thresh,2015,Summer,0
1344,Elise,blue,1,Support,Jungle,Braum,2015,Summer,1,Nidalee,red,1,Support,Jungle,TahmKench,2015,Summer,0
1345,Olaf,blue,1,Support,Jungle,Annie,2015,Summer,1,Gragas,red,1,Support,Jungle,Janna,2015,Summer,0
1346,Gragas,blue,1,Support,Jungle,Thresh,2015,Summer,0,Ekko,red,1,Support,Jungle,Shen,2015,Summer,1
1347,RekSai,blue,1,Support,Jungle,Alistar,2015,Summer,0,Gragas,red,1,Support,Jungle,Shen,2015,Summer,1
1348,Elise,blue,1,Support,Jungle,Alistar,2015,Summer,0,Gragas,red,1,Support,Jungle,Annie,2015,Summer,1
1349,Elise,blue,1,Support,Jungle,Braum,2015,Summer,1,Gragas,red,1,Support,Jungle,Alistar,2015,Summer,0
1350,Gragas,blue,1,Support,Jungle,Braum,2015,Summer,1,Ekko,red,1,Support,Jungle,Alistar,2015,Summer,0
1351,Elise,blue,1,Support,Jungle,Thresh,2015,Summer,0,Gragas,red,1,Support,Jungle,Braum,2015,Summer,1
1352,Elise,blue,1,Support,Jungle,Thresh,2015,Summer,0,Gragas,red,1,Support,Jungle,Braum,2015,Summer,1
1353,Elise,blue,1,Support,Jungle,Braum,2015,Summer,1,Gragas,red,1,Support,Jungle,Thresh,2015,Summer,0
1354,Gragas,blue,1,Support,Jungle,Alistar,2015,Summer,0,Elise,red,1,Support,Jungle,Thresh,2015,Summer,1
1355,Elise,blue,1,Support,Jungle,Braum,2015,Summer,1,Gragas,red,1,Support,Jungle,Annie,2015,Summer,0
1356,LeeSin,blue,1,Support,Jungle,Thresh,2015,Summer,0,Elise,red,1,Support,Jungle,Annie,2015,Summer,1
1357,Zac,blue,1,Support,Jungle,Poppy,2016,Spring,1,LeeSin,red,1,Support,Jungle,Trundle,2016,Spring,0
1358,Elise,blue,1,Support,Jungle,Thresh,2016,Spring,0,Graves,red,1,Support,Jungle,Trundle,2016,Spring,1
1359,Graves,blue,1,Support,Jungle,Trundle,2016,Spring,1,RekSai,red,1,Support,Jungle,Braum,2016,Spring,0
1360,RekSai,blue,1,Support,Jungle,Poppy,2016,Spring,0,Elise,red,1,Support,Jungle,Alistar,2016,Spring,1
1361,Elise,blue,1,Support,Jungle,Thresh,2016,Spring,0,RekSai,red,1,Support,Jungle,Taric,2016,Spring,1
1362,Kindred,blue,1,Support,Jungle,Trundle,2016,Spring,0,Elise,red,1,Support,Jungle,Thresh,2016,Spring,1
1363,Elise,blue,1,Support,Jungle,Braum,2016,Spring,0,LeeSin,red,1,Support,Jungle,Alistar,2016,Spring,1
1364,Elise,blue,1,Support,Jungle,Morgana,2016,Spring,1,Zac,red,1,Support,Jungle,Poppy,2016,Spring,0
1365,LeeSin,blue,1,Support,Jungle,Poppy,2016,Spring,1,Elise,red,1,Support,Jungle,Braum,2016,Spring,0
1366,LeeSin,blue,1,Support,Jungle,Braum,2016,Spring,1,Kindred,red,1,Support,Jungle,Alistar,2016,Spring,0
1367,LeeSin,blue,1,Support,Jungle,Braum,2016,Spring,0,Elise,red,1,Support,Jungle,Thresh,2016,Spring,1
1368,RekSai,blue,1,Support,Jungle,Trundle,2016,Spring,0,Nidalee,red,1,Support,Jungle,Alistar,2016,Spring,1
1369,RekSai,blue,1,Support,Jungle,Alistar,2016,Spring,1,LeeSin,red,1,Support,Jungle,Trundle,2016,Spring,0
1370,Elise,blue,1,Support,Jungle,Alistar,2016,Spring,0,LeeSin,red,1,Support,Jungle,Morgana,2016,Spring,1
1371,Kindred,blue,1,Support,Jungle,Alistar,2016,Spring,1,Elise,red,1,Support,Jungle,Morgana,2016,Spring,0
1372,LeeSin,blue,1,Support,Jungle,Thresh,2016,Spring,1,Elise,red,1,Support,Jungle,Alistar,2016,Spring,0
1373,Elise,blue,1,Support,Jungle,Thresh,2016,Spring,1,Graves,red,1,Support,Jungle,Trundle,2016,Spring,0
1374,Graves,blue,1,Support,Jungle,Alistar,2016,Spring,0,RekSai,red,1,Support,Jungle,Thresh,2016,Spring,1
1375,Graves,blue,1,Support,Jungle,Morgana,2016,Spring,1,RekSai,red,1,Support,Jungle,Alistar,2016,Spring,0
1376,Udyr,blue,1,Support,Jungle,Braum,2016,Spring,0,Graves,red,1,Support,Jungle,Alistar,2016,Spring,1
1377,LeeSin,blue,1,Support,Jungle,Alistar,2016,Spring,0,Graves,red,1,Support,Jungle,Morgana,2016,Spring,1
1378,RekSai,blue,1,Support,Jungle,Alistar,2016,Spring,1,Elise,red,1,Support,Jungle,Poppy,2016,Spring,0
1379,Nidalee,blue,1,Support,Jungle,Braum,2016,Spring,1,Graves,red,1,Support,Jungle,Trundle,2016,Spring,0
1380,RekSai,blue,1,Support,Jungle,Thresh,2016,Spring,1,Elise,red,1,Support,Jungle,Janna,2016,Spring,0
1381,Graves,blue,1,Support,Jungle,Alistar,2016,Spring,1,RekSai,red,1,Support,Jungle,Morgana,2016,Spring,0
1382,LeeSin,blue,1,Support,Jungle,Alistar,2016,Spring,1,RekSai,red,1,Support,Jungle,Zilean,2016,Spring,0
1383,Graves,blue,1,Support,Jungle,Thresh,2016,Spring,1,LeeSin,red,1,Support,Jungle,Morgana,2016,Spring,0
1384,RekSai,blue,1,Support,Jungle,Alistar,2016,Spring,0,Nidalee,red,1,Support,Jungle,Braum,2016,Spring,1
1385,Nidalee,blue,1,Support,Jungle,Braum,2016,Spring,1,Elise,red,1,Support,Jungle,Thresh,2016,Spring,0
1386,Graves,blue,1,Support,Jungle,Alistar,2016,Spring,0,Elise,red,1,Support,Jungle,Trundle,2016,Spring,1
1387,Nidalee,blue,1,Support,Jungle,Thresh,2016,Spring,0,Elise,red,1,Support,Jungle,TahmKench,2016,Spring,1
1388,Graves,blue,1,Support,Jungle,Braum,2016,Spring,0,Quinn,red,1,Support,Jungle,Janna,2016,Spring,1
1389,Graves,blue,1,Support,Jungle,Braum,2016,Spring,1,Elise,red,1,Support,Jungle,Janna,2016,Spring,0
1390,LeeSin,blue,1,Support,Jungle,Braum,2016,Spring,0,Kindred,red,1,Support,Jungle,Alistar,2016,Spring,1
1391,Elise,blue,1,Support,Jungle,Janna,2016,Spring,1,Graves,red,1,Support,Jungle,Bard,2016,Spring,0
1392,Graves,blue,1,Support,Jungle,Braum,2016,Spring,1,RekSai,red,1,Support,Jungle,Janna,2016,Spring,0
1393,LeeSin,blue,1,Support,Jungle,TahmKench,2016,Spring,0,Elise,red,1,Support,Jungle,Janna,2016,Spring,1
1394,RekSai,blue,1,Support,Jungle,Braum,2016,Spring,1,Elise,red,1,Support,Jungle,Thresh,2016,Spring,0
1395,Graves,blue,1,Support,Jungle,Alistar,2016,Spring,1,Elise,red,1,Support,Jungle,Morgana,2016,Spring,0
1396,Kindred,blue,1,Support,Jungle,Braum,2016,Spring,0,Quinn,red,1,Support,Jungle,Janna,2016,Spring,1
1397,RekSai,blue,1,Support,Jungle,Braum,2016,Spring,0,Kindred,red,1,Support,Jungle,TahmKench,2016,Spring,1
1398,Nidalee,blue,1,Support,Jungle,Thresh,2016,Spring,1,LeeSin,red,1,Support,Jungle,Braum,2016,Spring,0
1399,Nidalee,blue,1,Support,Jungle,Poppy,2016,Spring,1,RekSai,red,1,Support,Jungle,Braum,2016,Spring,0
1400,Nidalee,blue,1,Support,Jungle,Alistar,2016,Spring,0,LeeSin,red,1,Support,Jungle,Thresh,2016,Spring,1
1401,RekSai,blue,1,Support,Jungle,Alistar,2016,Spring,0,Kindred,red,1,Support,Jungle,Braum,2016,Spring,1
1402,RekSai,blue,1,Support,Jungle,Braum,2016,Spring,0,Nidalee,red,1,Support,Jungle,Bard,2016,Spring,1
1403,Elise,blue,1,Support,Jungle,Alistar,2016,Spring,1,Kindred,red,1,Support,Jungle,Braum,2016,Spring,0
1404,LeeSin,blue,1,Support,Jungle,Poppy,2016,Spring,0,Nidalee,red,1,Support,Jungle,Braum,2016,Spring,1
1405,Elise,blue,1,Support,Jungle,Janna,2016,Spring,1,Kindred,red,1,Support,Jungle,Braum,2016,Spring,0
1406,Elise,blue,1,Support,Jungle,TahmKench,2016,Spring,1,Nidalee,red,1,Support,Jungle,Alistar,2016,Spring,0
1407,Elise,blue,1,Support,Jungle,Janna,2016,Spring,0,Gragas,red,1,Support,Jungle,Alistar,2016,Spring,1
1408,Gragas,blue,1,Support,Jungle,Soraka,2016,Spring,1,Elise,red,1,Support,Jungle,Alistar,2016,Spring,0
1409,Elise,blue,1,Support,Jungle,Thresh,2016,Spring,1,Gragas,red,1,Support,Jungle,Braum,2016,Spring,0
1410,Nidalee,blue,1,Support,Jungle,Alistar,2016,Spring,1,Rumble,red,1,Support,Jungle,Trundle,2016,Spring,0
1411,Nidalee,blue,1,Support,Jungle,Bard,2016,Spring,1,Elise,red,1,Support,Jungle,Thresh,2016,Spring,0
1412,Elise,blue,1,Support,Jungle,Bard,2016,Spring,1,Nidalee,red,1,Support,Jungle,Braum,2016,Spring,0
1413,LeeSin,blue,1,Support,Jungle,TahmKench,2016,Spring,1,Gragas,red,1,Support,Jungle,Thresh,2016,Spring,0
1414,Nidalee,blue,1,Support,Jungle,TahmKench,2016,Spring,0,LeeSin,red,1,Support,Jungle,Alistar,2016,Spring,1
1415,Nidalee,blue,1,Support,Jungle,Braum,2016,Spring,1,Graves,red,1,Support,Jungle,Alistar,2016,Spring,0
1416,Rumble,blue,1,Support,Jungle,Bard,2016,Spring,0,LeeSin,red,1,Support,Jungle,Alistar,2016,Spring,1
1417,Gragas,blue,1,Support,Jungle,Braum,2016,Spring,1,Elise,red,1,Support,Jungle,Thresh,2016,Spring,0
1418,Elise,blue,1,Support,Jungle,Braum,2016,Spring,0,Nidalee,red,1,Support,Jungle,Thresh,2016,Spring,1
1419,Nidalee,blue,1,Support,Jungle,Braum,2016,Spring,1,Gragas,red,1,Support,Jungle,Thresh,2016,Spring,0
1420,Elise,blue,1,Support,Jungle,Braum,2016,Spring,0,LeeSin,red,1,Support,Jungle,Alistar,2016,Spring,1
1421,RekSai,blue,1,Support,Jungle,Alistar,2016,Spring,0,Gragas,red,1,Support,Jungle,Bard,2016,Spring,1
1422,Nidalee,blue,1,Support,Jungle,Nautilus,2016,Spring,0,Gragas,red,1,Support,Jungle,Thresh,2016,Spring,1
1423,Nidalee,blue,1,Support,Jungle,Janna,2016,Spring,0,LeeSin,red,1,Support,Jungle,Braum,2016,Spring,1
1424,Gragas,blue,1,Support,Jungle,Thresh,2016,Spring,1,Elise,red,1,Support,Jungle,Alistar,2016,Spring,0
1425,LeeSin,blue,1,Support,Jungle,Braum,2016,Spring,1,RekSai,red,1,Support,Jungle,Alistar,2016,Spring,0
1426,Nidalee,blue,1,Support,Jungle,TahmKench,2016,Spring,1,Gragas,red,1,Support,Jungle,Thresh,2016,Spring,0
1427,LeeSin,blue,1,Support,Jungle,Braum,2016,Spring,1,Gragas,red,1,Support,Jungle,Trundle,2016,Spring,0
1428,Gragas,blue,1,Support,Jungle,Janna,2016,Spring,1,Elise,red,1,Support,Jungle,Braum,2016,Spring,0
1429,Gragas,blue,1,Support,Jungle,Alistar,2016,Spring,0,LeeSin,red,1,Support,Jungle,Trundle,2016,Spring,1
1430,LeeSin,blue,1,Support,Jungle,Janna,2016,Spring,0,Gragas,red,1,Support,Jungle,Bard,2016,Spring,1
1431,Elise,blue,1,Support,Jungle,Thresh,2016,Spring,0,Gragas,red,1,Support,Jungle,Alistar,2016,Spring,1
1432,Nidalee,blue,1,Support,Jungle,Thresh,2016,Spring,1,LeeSin,red,1,Support,Jungle,Braum,2016,Spring,0
1433,Gragas,blue,1,Support,Jungle,Morgana,2016,Spring,1,LeeSin,red,1,Support,Jungle,Alistar,2016,Spring,0
1434,LeeSin,blue,1,Support,Jungle,Braum,2016,Spring,0,Gragas,red,1,Support,Jungle,Thresh,2016,Spring,1
1435,LeeSin,blue,1,Support,Jungle,Nautilus,2016,Spring,0,Nidalee,red,1,Support,Jungle,Thresh,2016,Spring,1
1436,Nidalee,blue,1,Support,Jungle,Trundle,2016,Spring,0,Elise,red,1,Support,Jungle,Braum,2016,Spring,1
1437,Sejuani,blue,1,Support,Jungle,Braum,2016,Spring,0,Gragas,red,1,Support,Jungle,Thresh,2016,Spring,1
1438,Gragas,blue,1,Support,Jungle,Alistar,2016,Spring,1,Elise,red,1,Support,Jungle,Soraka,2016,Spring,0
1439,Nidalee,blue,1,Support,Jungle,Alistar,2016,Spring,0,LeeSin,red,1,Support,Jungle,Thresh,2016,Spring,1
1440,Gragas,blue,1,Support,Jungle,Alistar,2016,Spring,1,Elise,red,1,Support,Jungle,Thresh,2016,Spring,0
1441,Gragas,blue,1,Support,Jungle,Thresh,2016,Spring,0,Graves,red,1,Support,Jungle,Bard,2016,Spring,1
1442,Elise,blue,1,Support,Jungle,Braum,2016,Spring,1,LeeSin,red,1,Support,Jungle,Thresh,2016,Spring,0
1443,Elise,blue,1,Support,Jungle,Janna,2016,Spring,1,Graves,red,1,Support,Jungle,Braum,2016,Spring,0
1444,Nidalee,blue,1,Support,Jungle,Bard,2016,Spring,1,LeeSin,red,1,Support,Jungle,Braum,2016,Spring,0
1445,Gragas,blue,1,Support,Jungle,Braum,2016,Spring,1,Kindred,red,1,Support,Jungle,Alistar,2016,Spring,0
1446,Nidalee,blue,1,Support,Jungle,Trundle,2016,Spring,1,LeeSin,red,1,Support,Jungle,Janna,2016,Spring,0
1447,Nidalee,blue,1,Support,Jungle,Janna,2016,Summer,0,Kindred,red,1,Support,Jungle,Soraka,2016,Summer,1
1448,Kindred,blue,1,Support,Jungle,TahmKench,2016,Summer,1,Elise,red,1,Support,Jungle,Alistar,2016,Summer,0
1449,Nidalee,blue,1,Support,Jungle,Alistar,2016,Summer,1,Kindred,red,1,Support,Jungle,Taric,2016,Summer,0
1450,Kindred,blue,1,Support,Jungle,Trundle,2016,Summer,0,Elise,red,1,Support,Jungle,Braum,2016,Summer,1
1451,LeeSin,blue,1,Support,Jungle,Braum,2016,Summer,1,Elise,red,1,Support,Jungle,Nautilus,2016,Summer,0
1452,Elise,blue,1,Support,Jungle,Nautilus,2016,Summer,0,LeeSin,red,1,Support,Jungle,Janna,2016,Summer,1
1453,Gragas,blue,1,Support,Jungle,Braum,2016,Summer,1,LeeSin,red,1,Support,Jungle,Thresh,2016,Summer,0
1454,LeeSin,blue,1,Support,Jungle,Braum,2016,Summer,1,RekSai,red,1,Support,Jungle,Thresh,2016,Summer,0
1455,Graves,blue,1,Support,Jungle,Braum,2016,Summer,0,RekSai,red,1,Support,Jungle,Soraka,2016,Summer,1
1456,Elise,blue,1,Support,Jungle,Bard,2016,Summer,1,RekSai,red,1,Support,Jungle,Nautilus,2016,Summer,0
1457,Kindred,blue,1,Support,Jungle,Alistar,2016,Summer,1,Elise,red,1,Support,Jungle,Braum,2016,Summer,0
1458,Gragas,blue,1,Support,Jungle,Alistar,2016,Summer,1,RekSai,red,1,Support,Jungle,Trundle,2016,Summer,0
1459,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,0,Kindred,red,1,Support,Jungle,Thresh,2016,Summer,1
1460,Nidalee,blue,1,Support,Jungle,Bard,2016,Summer,0,LeeSin,red,1,Support,Jungle,Braum,2016,Summer,1
1461,Gragas,blue,1,Support,Jungle,Bard,2016,Summer,1,RekSai,red,1,Support,Jungle,Braum,2016,Summer,0
1462,Kindred,blue,1,Support,Jungle,Karma,2016,Summer,1,Graves,red,1,Support,Jungle,Trundle,2016,Summer,0
1463,Elise,blue,1,Support,Jungle,Braum,2016,Summer,1,Kindred,red,1,Support,Jungle,Janna,2016,Summer,0
1464,Kindred,blue,1,Support,Jungle,Alistar,2016,Summer,0,Elise,red,1,Support,Jungle,Bard,2016,Summer,1
1465,Graves,blue,1,Support,Jungle,Karma,2016,Summer,1,LeeSin,red,1,Support,Jungle,Braum,2016,Summer,0
1466,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,1,Kindred,red,1,Support,Jungle,Thresh,2016,Summer,0
1467,Elise,blue,1,Support,Jungle,Zyra,2016,Summer,1,Kindred,red,1,Support,Jungle,Karma,2016,Summer,0
1468,Nidalee,blue,1,Support,Jungle,Nami,2016,Summer,0,LeeSin,red,1,Support,Jungle,Zyra,2016,Summer,1
1469,Khazix,blue,1,Support,Jungle,Nami,2016,Summer,1,RekSai,red,1,Support,Jungle,Karma,2016,Summer,0
1470,Nidalee,blue,1,Support,Jungle,Karma,2016,Summer,0,Khazix,red,1,Support,Jungle,Nami,2016,Summer,1
1471,RekSai,blue,1,Support,Jungle,Bard,2016,Summer,1,Gragas,red,1,Support,Jungle,Karma,2016,Summer,0
1472,Kindred,blue,1,Support,Jungle,Alistar,2016,Summer,0,Gragas,red,1,Support,Jungle,Zyra,2016,Summer,1
1473,Nidalee,blue,1,Support,Jungle,Thresh,2016,Summer,0,Elise,red,1,Support,Jungle,TahmKench,2016,Summer,1
1474,Gragas,blue,1,Support,Jungle,Soraka,2016,Summer,1,RekSai,red,1,Support,Jungle,Zyra,2016,Summer,0
1475,LeeSin,blue,1,Support,Jungle,Karma,2016,Summer,1,Khazix,red,1,Support,Jungle,Nami,2016,Summer,0
1476,Khazix,blue,1,Support,Jungle,Nami,2016,Summer,0,Elise,red,1,Support,Jungle,Karma,2016,Summer,1
1477,Elise,blue,1,Support,Jungle,Karma,2016,Summer,1,Gragas,red,1,Support,Jungle,Nami,2016,Summer,0
1478,RekSai,blue,1,Support,Jungle,Braum,2016,Summer,1,Gragas,red,1,Support,Jungle,Karma,2016,Summer,0
1479,Elise,blue,1,Support,Jungle,Nami,2016,Summer,1,Gragas,red,1,Support,Jungle,Alistar,2016,Summer,0
1480,RekSai,blue,1,Support,Jungle,Nami,2016,Summer,1,Elise,red,1,Support,Jungle,Karma,2016,Summer,0
1481,Kindred,blue,1,Support,Jungle,Zyra,2016,Summer,0,Nidalee,red,1,Support,Jungle,Nami,2016,Summer,1
1482,RekSai,blue,1,Support,Jungle,Bard,2016,Summer,0,Gragas,red,1,Support,Jungle,Janna,2016,Summer,1
1483,Graves,blue,1,Support,Jungle,Karma,2016,Summer,0,Kindred,red,1,Support,Jungle,Janna,2016,Summer,1
1484,Gragas,blue,1,Support,Jungle,Janna,2016,Summer,1,Kindred,red,1,Support,Jungle,Bard,2016,Summer,0
1485,Nidalee,blue,1,Support,Jungle,Nami,2016,Summer,1,RekSai,red,1,Support,Jungle,Karma,2016,Summer,0
1486,Elise,blue,1,Support,Jungle,Braum,2016,Summer,0,Nidalee,red,1,Support,Jungle,Karma,2016,Summer,1
1487,Gragas,blue,1,Support,Jungle,Janna,2016,Summer,0,Kindred,red,1,Support,Jungle,Karma,2016,Summer,1
1488,Kindred,blue,1,Support,Jungle,Braum,2016,Summer,1,Gragas,red,1,Support,Jungle,Bard,2016,Summer,0
1489,Gragas,blue,1,Support,Jungle,Janna,2016,Summer,1,Khazix,red,1,Support,Jungle,Nami,2016,Summer,0
1490,RekSai,blue,1,Support,Jungle,Zyra,2016,Summer,0,Gragas,red,1,Support,Jungle,Karma,2016,Summer,1
1491,RekSai,blue,1,Support,Jungle,Thresh,2016,Summer,1,Nidalee,red,1,Support,Jungle,Nami,2016,Summer,0
1492,Gragas,blue,1,Support,Jungle,Karma,2016,Summer,0,RekSai,red,1,Support,Jungle,Zyra,2016,Summer,1
1493,Gragas,blue,1,Support,Jungle,Nami,2016,Summer,0,RekSai,red,1,Support,Jungle,Soraka,2016,Summer,1
1494,Elise,blue,1,Support,Jungle,Braum,2016,Summer,1,RekSai,red,1,Support,Jungle,Karma,2016,Summer,0
1495,Elise,blue,1,Support,Jungle,Nami,2016,Summer,0,Nidalee,red,1,Support,Jungle,Karma,2016,Summer,1
1496,Nidalee,blue,1,Support,Jungle,Karma,2016,Summer,1,RekSai,red,1,Support,Jungle,Soraka,2016,Summer,0
1497,Gragas,blue,1,Support,Jungle,Nami,2016,Summer,1,RekSai,red,1,Support,Jungle,Karma,2016,Summer,0
1498,LeeSin,blue,1,Support,Jungle,Karma,2016,Summer,0,Gragas,red,1,Support,Jungle,Braum,2016,Summer,1
1499,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,1,RekSai,red,1,Support,Jungle,Soraka,2016,Summer,0
1500,RekSai,blue,1,Support,Jungle,Thresh,2016,Summer,0,Gragas,red,1,Support,Jungle,Braum,2016,Summer,1
1501,Elise,blue,1,Support,Jungle,Bard,2016,Summer,1,Nidalee,red,1,Support,Jungle,Karma,2016,Summer,0
1502,RekSai,blue,1,Support,Jungle,Karma,2016,Summer,1,Olaf,red,1,Support,Jungle,Braum,2016,Summer,0
1503,Kindred,blue,1,Support,Jungle,Braum,2016,Summer,0,Gragas,red,1,Support,Jungle,Karma,2016,Summer,1
1504,Gragas,blue,1,Support,Jungle,Bard,2016,Summer,1,Kindred,red,1,Support,Jungle,Braum,2016,Summer,0
1505,RekSai,blue,1,Support,Jungle,Karma,2016,Summer,0,Elise,red,1,Support,Jungle,Zyra,2016,Summer,1
1506,RekSai,blue,1,Support,Jungle,Karma,2016,Summer,1,Elise,red,1,Support,Jungle,Bard,2016,Summer,0
1507,Elise,blue,1,Support,Jungle,Braum,2016,Summer,0,RekSai,red,1,Support,Jungle,Karma,2016,Summer,1
1508,Hecarim,blue,1,Support,Jungle,Nami,2016,Summer,0,Elise,red,1,Support,Jungle,Karma,2016,Summer,1
1509,Elise,blue,1,Support,Jungle,Nami,2016,Summer,1,Kindred,red,1,Support,Jungle,Karma,2016,Summer,0
1510,Elise,blue,1,Support,Jungle,Karma,2016,Summer,1,RekSai,red,1,Support,Jungle,Nami,2016,Summer,0
1511,RekSai,blue,1,Support,Jungle,Bard,2016,Summer,1,Elise,red,1,Support,Jungle,Karma,2016,Summer,0
1512,Kindred,blue,1,Support,Jungle,Zyra,2016,Summer,1,Gragas,red,1,Support,Jungle,Braum,2016,Summer,0
1513,Hecarim,blue,1,Support,Jungle,Braum,2016,Summer,0,Nidalee,red,1,Support,Jungle,Thresh,2016,Summer,1
1514,Gragas,blue,1,Support,Jungle,Thresh,2016,Summer,1,Elise,red,1,Support,Jungle,Braum,2016,Summer,0
1515,Nidalee,blue,1,Support,Jungle,TahmKench,2016,Summer,0,Elise,red,1,Support,Jungle,Karma,2016,Summer,1
1516,RekSai,blue,1,Support,Jungle,Karma,2016,Summer,0,Elise,red,1,Support,Jungle,Braum,2016,Summer,1
1517,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,1,RekSai,red,1,Support,Jungle,Bard,2016,Summer,0
1518,Elise,blue,1,Support,Jungle,Bard,2016,Summer,1,RekSai,red,1,Support,Jungle,Thresh,2016,Summer,0
1519,Nidalee,blue,1,Support,Jungle,TahmKench,2016,Summer,1,LeeSin,red,1,Support,Jungle,Zyra,2016,Summer,0
1520,RekSai,blue,1,Support,Jungle,Nami,2016,Summer,1,Gragas,red,1,Support,Jungle,Karma,2016,Summer,0
1521,Hecarim,blue,1,Support,Jungle,Karma,2016,Summer,0,Elise,red,1,Support,Jungle,Bard,2016,Summer,1
1522,Graves,blue,1,Support,Jungle,Taric,2016,Summer,0,RekSai,red,1,Support,Jungle,Braum,2016,Summer,1
1523,Gragas,blue,1,Support,Jungle,Nami,2016,Summer,0,Elise,red,1,Support,Jungle,Karma,2016,Summer,1
1524,Olaf,blue,1,Support,Jungle,Karma,2016,Summer,1,Gragas,red,1,Support,Jungle,Bard,2016,Summer,0
1525,Gragas,blue,1,Support,Jungle,Thresh,2016,Summer,0,Elise,red,1,Support,Jungle,Bard,2016,Summer,1
1526,RekSai,blue,1,Support,Jungle,Thresh,2016,Summer,1,Olaf,red,1,Support,Jungle,Nami,2016,Summer,0
1527,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,0,RekSai,red,1,Support,Jungle,Bard,2016,Summer,1
1528,RekSai,blue,1,Support,Jungle,Nami,2016,Summer,0,Nidalee,red,1,Support,Jungle,Karma,2016,Summer,1
1529,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,1,Elise,red,1,Support,Jungle,Nami,2016,Summer,0
1530,Graves,blue,1,Support,Jungle,Karma,2016,Summer,1,Elise,red,1,Support,Jungle,Braum,2016,Summer,0
1531,Graves,blue,1,Support,Jungle,Karma,2016,Summer,0,Olaf,red,1,Support,Jungle,Braum,2016,Summer,1
1532,Nidalee,blue,1,Support,Jungle,Bard,2016,Summer,1,Elise,red,1,Support,Jungle,Alistar,2016,Summer,0
1533,Kindred,blue,1,Support,Jungle,Janna,2016,Summer,1,Gragas,red,1,Support,Jungle,Bard,2016,Summer,0
1534,RekSai,blue,1,Support,Jungle,Bard,2016,Summer,1,Hecarim,red,1,Support,Jungle,Thresh,2016,Summer,0
1535,Elise,blue,1,Support,Jungle,Braum,2016,Summer,0,RekSai,red,1,Support,Jungle,Karma,2016,Summer,1
1536,Elise,blue,1,Support,Jungle,Bard,2016,Summer,1,RekSai,red,1,Support,Jungle,Morgana,2016,Summer,0
1537,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,1,Elise,red,1,Support,Jungle,Nami,2016,Summer,0
1538,Olaf,blue,1,Support,Jungle,Bard,2016,Summer,0,RekSai,red,1,Support,Jungle,Nami,2016,Summer,1
1539,Hecarim,blue,1,Support,Jungle,Karma,2016,Summer,0,RekSai,red,1,Support,Jungle,Braum,2016,Summer,1
1540,Nidalee,blue,1,Support,Jungle,Braum,2016,Summer,1,Gragas,red,1,Support,Jungle,Bard,2016,Summer,0
1541,Elise,blue,1,Support,Jungle,Nami,2016,Summer,0,Olaf,red,1,Support,Jungle,Karma,2016,Summer,1
