,CHAMP1_x,Team_x,Partidas_x,CHAMP2_POS_x,CHAMP1_POS_x,CHAMP2_x,Year_x,Season_x,bResult,CHAMP1_y,Team_y,Partidas_y,CHAMP2_POS_y,CHAMP1_POS_y,CHAMP2_y,Year_y,Season_y,rResult
205,Gnar,blue,1,Jungle,Top,Sejuani,2015,Spring,0,Lulu,red,1,Jungle,Top,Nunu,2015,Spring,1
206,Lulu,blue,1,Jungle,Top,Gragas,2015,Spring,0,Maokai,red,1,Jungle,Top,Sejuani,2015,Spring,1
207,Maokai,blue,1,Jungle,Top,Gragas,2015,Spring,0,Sion,red,1,Jungle,Top,Sejuani,2015,Spring,1
208,Maokai,blue,1,Jungle,Top,Sejuani,2015,Spring,1,Sion,red,1,Jungle,Top,Gragas,2015,Spring,0
209,Vladimir,blue,1,Jungle,Top,Zac,2015,Spring,0,Maokai,red,1,Jungle,Top,Vi,2015,Spring,1
210,Shen,blue,1,Jungle,Top,Elise,2015,Summer,1,Gnar,red,1,Jungle,Top,Ekko,2015,Summer,0
211,Gnar,blue,1,Jungle,Top,Nidalee,2015,Summer,0,Shen,red,1,Jungle,Top,Elise,2015,Summer,1
212,Shen,blue,1,Jungle,Top,Elise,2015,Summer,1,Gangplank,red,1,Jungle,Top,RekSai,2015,Summer,0
213,Shen,blue,1,Jungle,Top,Evelynn,2015,Summer,0,Olaf,red,1,Jungle,Top,Nidalee,2015,Summer,1
214,Shen,blue,1,Jungle,Top,Elise,2015,Summer,1,Olaf,red,1,Jungle,Top,Nidalee,2015,Summer,0
215,Olaf,blue,1,Jungle,Top,Nidalee,2015,Summer,1,Maokai,red,1,Jungle,Top,Elise,2015,Summer,0
216,Shen,blue,1,Jungle,Top,Evelynn,2015,Summer,0,Gnar,red,1,Jungle,Top,Elise,2015,Summer,1
217,Olaf,blue,1,Jungle,Top,Ekko,2015,Summer,1,Shen,red,1,Jungle,Top,Evelynn,2015,Summer,0
218,Maokai,blue,1,Jungle,Top,LeeSin,2015,Summer,0,Gnar,red,1,Jungle,Top,Ekko,2015,Summer,1
219,Gnar,blue,1,Jungle,Top,Ekko,2015,Summer,1,Maokai,red,1,Jungle,Top,LeeSin,2015,Summer,0
220,Gnar,blue,1,Jungle,Top,Elise,2015,Summer,0,Maokai,red,1,Jungle,Top,Ekko,2015,Summer,1
221,Gnar,blue,1,Jungle,Top,Nidalee,2015,Summer,1,Maokai,red,1,Jungle,Top,Elise,2015,Summer,0
222,Nautilus,blue,1,Jungle,Top,Gragas,2015,Summer,1,Maokai,red,1,Jungle,Top,Evelynn,2015,Summer,0
223,Gnar,blue,1,Jungle,Top,Ekko,2015,Summer,1,Nautilus,red,1,Jungle,Top,Gragas,2015,Summer,0
224,Maokai,blue,1,Jungle,Top,Gragas,2015,Summer,1,Ryze,red,1,Jungle,Top,LeeSin,2015,Summer,0
225,Shen,blue,1,Jungle,Top,Evelynn,2015,Summer,1,Gangplank,red,1,Jungle,Top,Gragas,2015,Summer,0
226,Sion,blue,1,Jungle,Top,Gragas,2015,Summer,1,Malphite,red,1,Jungle,Top,Elise,2015,Summer,0
227,Maokai,blue,1,Jungle,Top,Evelynn,2015,Summer,0,Nautilus,red,1,Jungle,Top,Gragas,2015,Summer,1
228,Yasuo,blue,1,Jungle,Top,Gragas,2015,Summer,1,Gnar,red,1,Jungle,Top,Nidalee,2015,Summer,0
229,Nautilus,blue,1,Jungle,Top,Ekko,2015,Summer,0,Gnar,red,1,Jungle,Top,Gragas,2015,Summer,1
230,Gnar,blue,1,Jungle,Top,Ekko,2015,Summer,1,Nautilus,red,1,Jungle,Top,Gragas,2015,Summer,0
231,Rumble,blue,1,Jungle,Top,Amumu,2015,Summer,0,Gnar,red,1,Jungle,Top,Gragas,2015,Summer,1
232,Lulu,blue,1,Jungle,Top,Amumu,2015,Summer,0,Gnar,red,1,Jungle,Top,Gragas,2015,Summer,1
233,Maokai,blue,1,Jungle,Top,Shyvana,2015,Summer,1,Gnar,red,1,Jungle,Top,Gragas,2015,Summer,0
234,Maokai,blue,1,Jungle,Top,Khazix,2015,Summer,1,Gangplank,red,1,Jungle,Top,Gragas,2015,Summer,0
235,Shen,blue,1,Jungle,Top,Elise,2015,Summer,1,Malphite,red,1,Jungle,Top,LeeSin,2015,Summer,0
236,Shen,blue,1,Jungle,Top,Gragas,2015,Summer,1,Maokai,red,1,Jungle,Top,Elise,2015,Summer,0
237,Gnar,blue,1,Jungle,Top,Shyvana,2015,Summer,0,Fizz,red,1,Jungle,Top,Elise,2015,Summer,1
238,Shen,blue,1,Jungle,Top,Evelynn,2015,Summer,0,Rumble,red,1,Jungle,Top,Gragas,2015,Summer,1
239,Rumble,blue,1,Jungle,Top,Gragas,2015,Summer,1,Shen,red,1,Jungle,Top,Elise,2015,Summer,0
240,Lulu,blue,1,Jungle,Top,Ekko,2015,Summer,0,Maokai,red,1,Jungle,Top,Elise,2015,Summer,1
241,Nautilus,blue,1,Jungle,Top,Nidalee,2015,Summer,0,Maokai,red,1,Jungle,Top,Gragas,2015,Summer,1
242,Shen,blue,1,Jungle,Top,Elise,2015,Summer,0,Gnar,red,1,Jungle,Top,Gragas,2015,Summer,1
243,Gnar,blue,1,Jungle,Top,Gragas,2015,Summer,0,Rumble,red,1,Jungle,Top,Ekko,2015,Summer,1
244,Sion,blue,1,Jungle,Top,Nidalee,2015,Summer,1,Lulu,red,1,Jungle,Top,RekSai,2015,Summer,0
245,DrMundo,blue,1,Jungle,Top,Elise,2016,Spring,0,Jax,red,1,Jungle,Top,RekSai,2016,Spring,1
246,Ryze,blue,1,Jungle,Top,LeeSin,2016,Spring,0,Chogath,red,1,Jungle,Top,RekSai,2016,Spring,1
247,Malphite,blue,1,Jungle,Top,Kindred,2016,Spring,0,Fiora,red,1,Jungle,Top,LeeSin,2016,Spring,1
248,DrMundo,blue,1,Jungle,Top,RekSai,2016,Spring,1,Gnar,red,1,Jungle,Top,Elise,2016,Spring,0
249,Lulu,blue,1,Jungle,Top,Elise,2016,Spring,1,Trundle,red,1,Jungle,Top,Poppy,2016,Spring,0
250,DrMundo,blue,1,Jungle,Top,RekSai,2016,Spring,0,Fiora,red,1,Jungle,Top,Elise,2016,Spring,1
251,Fiora,blue,1,Jungle,Top,Elise,2016,Spring,1,Jax,red,1,Jungle,Top,Poppy,2016,Spring,0
252,TahmKench,blue,1,Jungle,Top,RekSai,2016,Spring,1,Gnar,red,1,Jungle,Top,Elise,2016,Spring,0
253,Lissandra,blue,1,Jungle,Top,RekSai,2016,Spring,0,Fiora,red,1,Jungle,Top,Elise,2016,Spring,1
254,Fiora,blue,1,Jungle,Top,Elise,2016,Spring,1,DrMundo,red,1,Jungle,Top,Nidalee,2016,Spring,0
255,Lissandra,blue,1,Jungle,Top,LeeSin,2016,Spring,1,Shen,red,1,Jungle,Top,Nidalee,2016,Spring,0
256,Poppy,blue,1,Jungle,Top,LeeSin,2016,Spring,0,Fiora,red,1,Jungle,Top,Olaf,2016,Spring,1
257,Shen,blue,1,Jungle,Top,RekSai,2016,Spring,0,Fiora,red,1,Jungle,Top,Elise,2016,Spring,1
258,TahmKench,blue,1,Jungle,Top,Elise,2016,Spring,1,Graves,red,1,Jungle,Top,RekSai,2016,Spring,0
259,Poppy,blue,1,Jungle,Top,Graves,2016,Spring,1,Gnar,red,1,Jungle,Top,RekSai,2016,Spring,0
260,Maokai,blue,1,Jungle,Top,Nidalee,2016,Spring,0,Lissandra,red,1,Jungle,Top,Rengar,2016,Spring,1
261,Gangplank,blue,1,Jungle,Top,Elise,2016,Spring,0,Fiora,red,1,Jungle,Top,Graves,2016,Spring,1
262,TahmKench,blue,1,Jungle,Top,RekSai,2016,Spring,0,Gnar,red,1,Jungle,Top,Elise,2016,Spring,1
263,Shen,blue,1,Jungle,Top,Elise,2016,Spring,0,Gangplank,red,1,Jungle,Top,Nidalee,2016,Spring,1
264,Fiora,blue,1,Jungle,Top,RekSai,2016,Spring,1,Poppy,red,1,Jungle,Top,Rengar,2016,Spring,0
265,TahmKench,blue,1,Jungle,Top,Nidalee,2016,Spring,0,Lissandra,red,1,Jungle,Top,RekSai,2016,Spring,1
266,Poppy,blue,1,Jungle,Top,RekSai,2016,Spring,1,Trundle,red,1,Jungle,Top,Elise,2016,Spring,0
267,Fiora,blue,1,Jungle,Top,RekSai,2016,Spring,1,Trundle,red,1,Jungle,Top,Elise,2016,Spring,0
268,Graves,blue,1,Jungle,Top,Poppy,2016,Spring,1,Trundle,red,1,Jungle,Top,Nidalee,2016,Spring,0
269,TahmKench,blue,1,Jungle,Top,Graves,2016,Spring,1,Ryze,red,1,Jungle,Top,Elise,2016,Spring,0
270,Poppy,blue,1,Jungle,Top,RekSai,2016,Spring,1,Graves,red,1,Jungle,Top,Elise,2016,Spring,0
271,Poppy,blue,1,Jungle,Top,Graves,2016,Spring,0,Lissandra,red,1,Jungle,Top,Nidalee,2016,Spring,1
272,Fiora,blue,1,Jungle,Top,LeeSin,2016,Spring,0,Quinn,red,1,Jungle,Top,Elise,2016,Spring,1
273,Gangplank,blue,1,Jungle,Top,RekSai,2016,Spring,1,Kennen,red,1,Jungle,Top,Elise,2016,Spring,0
274,Poppy,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Trundle,red,1,Jungle,Top,Graves,2016,Spring,0
275,Fiora,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Quinn,red,1,Jungle,Top,RekSai,2016,Spring,0
276,Ryze,blue,1,Jungle,Top,Graves,2016,Spring,0,Chogath,red,1,Jungle,Top,Nidalee,2016,Spring,1
277,Poppy,blue,1,Jungle,Top,Graves,2016,Spring,1,Trundle,red,1,Jungle,Top,Elise,2016,Spring,0
278,Malphite,blue,1,Jungle,Top,RekSai,2016,Spring,1,Graves,red,1,Jungle,Top,Nidalee,2016,Spring,0
279,Ekko,blue,1,Jungle,Top,RekSai,2016,Spring,1,Maokai,red,1,Jungle,Top,Elise,2016,Spring,0
280,Poppy,blue,1,Jungle,Top,Nunu,2016,Spring,1,Gangplank,red,1,Jungle,Top,RekSai,2016,Spring,0
281,Ryze,blue,1,Jungle,Top,Nidalee,2016,Spring,0,Fiora,red,1,Jungle,Top,Kindred,2016,Spring,1
282,Quinn,blue,1,Jungle,Top,Elise,2016,Spring,0,Ryze,red,1,Jungle,Top,RekSai,2016,Spring,1
283,Trundle,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Ryze,red,1,Jungle,Top,Elise,2016,Spring,0
284,Malphite,blue,1,Jungle,Top,Elise,2016,Spring,1,Quinn,red,1,Jungle,Top,RekSai,2016,Spring,0
285,Malphite,blue,1,Jungle,Top,Kindred,2016,Spring,0,Fiora,red,1,Jungle,Top,Elise,2016,Spring,1
286,Malphite,blue,1,Jungle,Top,Nunu,2016,Spring,1,Quinn,red,1,Jungle,Top,RekSai,2016,Spring,0
287,Nautilus,blue,1,Jungle,Top,Graves,2016,Spring,0,Fiora,red,1,Jungle,Top,Kindred,2016,Spring,1
288,Gangplank,blue,1,Jungle,Top,RekSai,2016,Spring,1,Quinn,red,1,Jungle,Top,Elise,2016,Spring,0
289,Malphite,blue,1,Jungle,Top,Graves,2016,Spring,1,Maokai,red,1,Jungle,Top,Evelynn,2016,Spring,0
290,Ryze,blue,1,Jungle,Top,RekSai,2016,Spring,0,Fiora,red,1,Jungle,Top,Graves,2016,Spring,1
291,Quinn,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Malphite,red,1,Jungle,Top,LeeSin,2016,Spring,0
292,Nautilus,blue,1,Jungle,Top,Graves,2016,Spring,1,Malphite,red,1,Jungle,Top,Elise,2016,Spring,0
293,Poppy,blue,1,Jungle,Top,Nidalee,2016,Spring,0,Graves,red,1,Jungle,Top,RekSai,2016,Spring,1
294,Poppy,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Trundle,red,1,Jungle,Top,Kindred,2016,Spring,0
295,Malphite,blue,1,Jungle,Top,Gragas,2016,Spring,0,Ekko,red,1,Jungle,Top,Rumble,2016,Spring,1
296,Poppy,blue,1,Jungle,Top,Gragas,2016,Spring,0,Gangplank,red,1,Jungle,Top,LeeSin,2016,Spring,1
297,Poppy,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Gangplank,red,1,Jungle,Top,Nocturne,2016,Spring,0
298,Poppy,blue,1,Jungle,Top,Gragas,2016,Spring,0,Nautilus,red,1,Jungle,Top,Elise,2016,Spring,1
299,Gangplank,blue,1,Jungle,Top,RekSai,2016,Spring,0,Pantheon,red,1,Jungle,Top,Gragas,2016,Spring,1
300,Malphite,blue,1,Jungle,Top,Kindred,2016,Spring,1,Quinn,red,1,Jungle,Top,Gragas,2016,Spring,0
301,Nautilus,blue,1,Jungle,Top,Graves,2016,Spring,0,Lulu,red,1,Jungle,Top,LeeSin,2016,Spring,1
302,Poppy,blue,1,Jungle,Top,Elise,2016,Spring,0,Kayle,red,1,Jungle,Top,Gragas,2016,Spring,1
303,Poppy,blue,1,Jungle,Top,Udyr,2016,Spring,0,Quinn,red,1,Jungle,Top,Gragas,2016,Spring,1
304,Malphite,blue,1,Jungle,Top,Nidalee,2016,Spring,0,Nautilus,red,1,Jungle,Top,LeeSin,2016,Spring,1
305,Malphite,blue,1,Jungle,Top,Gragas,2016,Spring,0,Nautilus,red,1,Jungle,Top,Elise,2016,Spring,1
306,Quinn,blue,1,Jungle,Top,Gragas,2016,Spring,0,Fiora,red,1,Jungle,Top,Udyr,2016,Spring,1
307,Poppy,blue,1,Jungle,Top,Elise,2016,Spring,1,Fiora,red,1,Jungle,Top,RekSai,2016,Spring,0
308,Pantheon,blue,1,Jungle,Top,Gragas,2016,Spring,1,Fiora,red,1,Jungle,Top,Elise,2016,Spring,0
309,Nautilus,blue,1,Jungle,Top,Nidalee,2016,Spring,1,TahmKench,red,1,Jungle,Top,Gragas,2016,Spring,0
310,Lulu,blue,1,Jungle,Top,LeeSin,2016,Spring,0,Jax,red,1,Jungle,Top,Udyr,2016,Spring,1
311,Nautilus,blue,1,Jungle,Top,LeeSin,2016,Spring,1,Gangplank,red,1,Jungle,Top,Elise,2016,Spring,0
312,Graves,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Poppy,red,1,Jungle,Top,Gragas,2016,Spring,0
313,Pantheon,blue,1,Jungle,Top,Gragas,2016,Spring,1,Fiora,red,1,Jungle,Top,Elise,2016,Spring,0
314,Graves,blue,1,Jungle,Top,Elise,2016,Spring,0,Trundle,red,1,Jungle,Top,Gragas,2016,Spring,1
315,Gangplank,blue,1,Jungle,Top,RekSai,2016,Spring,1,Poppy,red,1,Jungle,Top,Elise,2016,Spring,0
316,Yasuo,blue,1,Jungle,Top,Gragas,2016,Spring,0,Nautilus,red,1,Jungle,Top,LeeSin,2016,Spring,1
317,Trundle,blue,1,Jungle,Top,Kindred,2016,Spring,1,Graves,red,1,Jungle,Top,Gragas,2016,Spring,0
318,Nautilus,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Poppy,red,1,Jungle,Top,Elise,2016,Spring,0
319,Trundle,blue,1,Jungle,Top,Gragas,2016,Spring,1,Graves,red,1,Jungle,Top,Elise,2016,Spring,0
320,Nautilus,blue,1,Jungle,Top,Elise,2016,Spring,1,Lulu,red,1,Jungle,Top,LeeSin,2016,Spring,0
321,Trundle,blue,1,Jungle,Top,Elise,2016,Spring,0,Graves,red,1,Jungle,Top,Gragas,2016,Spring,1
322,Rammus,blue,1,Jungle,Top,Gragas,2016,Spring,0,Graves,red,1,Jungle,Top,RekSai,2016,Spring,1
323,Poppy,blue,1,Jungle,Top,Nidalee,2016,Spring,0,Graves,red,1,Jungle,Top,Gragas,2016,Spring,1
324,Nautilus,blue,1,Jungle,Top,LeeSin,2016,Spring,0,Lulu,red,1,Jungle,Top,Elise,2016,Spring,1
325,Graves,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Trundle,red,1,Jungle,Top,Kindred,2016,Spring,0
326,Yasuo,blue,1,Jungle,Top,Sejuani,2016,Spring,1,Graves,red,1,Jungle,Top,Gragas,2016,Spring,0
327,Trundle,blue,1,Jungle,Top,Udyr,2016,Spring,0,Poppy,red,1,Jungle,Top,Elise,2016,Spring,1
328,Poppy,blue,1,Jungle,Top,LeeSin,2016,Spring,1,Trundle,red,1,Jungle,Top,Gragas,2016,Spring,0
329,Lulu,blue,1,Jungle,Top,Gragas,2016,Spring,1,Nautilus,red,1,Jungle,Top,LeeSin,2016,Spring,0
330,Poppy,blue,1,Jungle,Top,RekSai,2016,Spring,1,Trundle,red,1,Jungle,Top,LeeSin,2016,Spring,0
331,Malphite,blue,1,Jungle,Top,Elise,2016,Spring,0,Ekko,red,1,Jungle,Top,Gragas,2016,Spring,1
332,Gnar,blue,1,Jungle,Top,Nidalee,2016,Spring,1,Poppy,red,1,Jungle,Top,Gragas,2016,Spring,0
333,Poppy,blue,1,Jungle,Top,Gragas,2016,Spring,0,Trundle,red,1,Jungle,Top,Kindred,2016,Spring,1
334,Nautilus,blue,1,Jungle,Top,Kindred,2016,Spring,0,Gangplank,red,1,Jungle,Top,Gragas,2016,Spring,1
335,Maokai,blue,1,Jungle,Top,Graves,2016,Summer,1,Trundle,red,1,Jungle,Top,RekSai,2016,Summer,0
336,Fiora,blue,1,Jungle,Top,RekSai,2016,Summer,0,Ekko,red,1,Jungle,Top,Elise,2016,Summer,1
337,Trundle,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Maokai,red,1,Jungle,Top,Kindred,2016,Summer,0
338,Maokai,blue,1,Jungle,Top,Gragas,2016,Summer,1,Ekko,red,1,Jungle,Top,RekSai,2016,Summer,0
339,Vladimir,blue,1,Jungle,Top,Graves,2016,Summer,1,Maokai,red,1,Jungle,Top,RekSai,2016,Summer,0
340,Gragas,blue,1,Jungle,Top,RekSai,2016,Summer,0,Ekko,red,1,Jungle,Top,Olaf,2016,Summer,1
341,Ekko,blue,1,Jungle,Top,Olaf,2016,Summer,0,Maokai,red,1,Jungle,Top,RekSai,2016,Summer,1
342,Trundle,blue,1,Jungle,Top,Gragas,2016,Summer,0,Riven,red,1,Jungle,Top,RekSai,2016,Summer,1
343,Maokai,blue,1,Jungle,Top,Graves,2016,Summer,1,Ekko,red,1,Jungle,Top,RekSai,2016,Summer,0
344,Ekko,blue,1,Jungle,Top,Kindred,2016,Summer,0,Lissandra,red,1,Jungle,Top,Graves,2016,Summer,1
345,Fizz,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Ekko,red,1,Jungle,Top,RekSai,2016,Summer,0
346,Trundle,blue,1,Jungle,Top,Elise,2016,Summer,1,Ekko,red,1,Jungle,Top,Kindred,2016,Summer,0
347,Fizz,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Ekko,red,1,Jungle,Top,Kindred,2016,Summer,0
348,Fiora,blue,1,Jungle,Top,Gragas,2016,Summer,1,Maokai,red,1,Jungle,Top,RekSai,2016,Summer,0
349,Maokai,blue,1,Jungle,Top,RekSai,2016,Summer,1,Vladimir,red,1,Jungle,Top,Elise,2016,Summer,0
350,Fiora,blue,1,Jungle,Top,Gragas,2016,Summer,0,Maokai,red,1,Jungle,Top,RekSai,2016,Summer,1
351,Maokai,blue,1,Jungle,Top,Khazix,2016,Summer,1,Trundle,red,1,Jungle,Top,RekSai,2016,Summer,0
352,Swain,blue,1,Jungle,Top,Graves,2016,Summer,0,Fiora,red,1,Jungle,Top,RekSai,2016,Summer,1
353,Trundle,blue,1,Jungle,Top,Elise,2016,Summer,1,Ekko,red,1,Jungle,Top,RekSai,2016,Summer,0
354,Vladimir,blue,1,Jungle,Top,Gragas,2016,Summer,0,Ekko,red,1,Jungle,Top,LeeSin,2016,Summer,1
355,Ekko,blue,1,Jungle,Top,RekSai,2016,Summer,1,Maokai,red,1,Jungle,Top,Graves,2016,Summer,0
356,Maokai,blue,1,Jungle,Top,LeeSin,2016,Summer,0,Swain,red,1,Jungle,Top,RekSai,2016,Summer,1
357,Ekko,blue,1,Jungle,Top,Graves,2016,Summer,1,Trundle,red,1,Jungle,Top,RekSai,2016,Summer,0
358,Trundle,blue,1,Jungle,Top,Elise,2016,Summer,0,Riven,red,1,Jungle,Top,RekSai,2016,Summer,1
359,Maokai,blue,1,Jungle,Top,RekSai,2016,Summer,1,Irelia,red,1,Jungle,Top,Olaf,2016,Summer,0
360,Irelia,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Maokai,red,1,Jungle,Top,Graves,2016,Summer,0
361,Maokai,blue,1,Jungle,Top,Gragas,2016,Summer,0,Irelia,red,1,Jungle,Top,RekSai,2016,Summer,1
362,Shen,blue,1,Jungle,Top,RekSai,2016,Summer,0,Irelia,red,1,Jungle,Top,Elise,2016,Summer,1
363,Irelia,blue,1,Jungle,Top,Graves,2016,Summer,0,JarvanIV,red,1,Jungle,Top,RekSai,2016,Summer,1
364,Jax,blue,1,Jungle,Top,Elise,2016,Summer,0,Fizz,red,1,Jungle,Top,Kindred,2016,Summer,1
365,Irelia,blue,1,Jungle,Top,RekSai,2016,Summer,1,Swain,red,1,Jungle,Top,Graves,2016,Summer,0
366,Jax,blue,1,Jungle,Top,Kindred,2016,Summer,1,Maokai,red,1,Jungle,Top,Graves,2016,Summer,0
367,Maokai,blue,1,Jungle,Top,Kindred,2016,Summer,0,Fizz,red,1,Jungle,Top,Elise,2016,Summer,1
368,Maokai,blue,1,Jungle,Top,Nidalee,2016,Summer,0,Trundle,red,1,Jungle,Top,RekSai,2016,Summer,1
369,Maokai,blue,1,Jungle,Top,Kindred,2016,Summer,0,Irelia,red,1,Jungle,Top,Elise,2016,Summer,1
370,Irelia,blue,1,Jungle,Top,RekSai,2016,Summer,0,Maokai,red,1,Jungle,Top,Olaf,2016,Summer,1
371,Trundle,blue,1,Jungle,Top,RekSai,2016,Summer,1,Irelia,red,1,Jungle,Top,Graves,2016,Summer,0
372,Irelia,blue,1,Jungle,Top,RekSai,2016,Summer,1,Maokai,red,1,Jungle,Top,Graves,2016,Summer,0
373,Swain,blue,1,Jungle,Top,RekSai,2016,Summer,1,Irelia,red,1,Jungle,Top,Olaf,2016,Summer,0
374,Fiora,blue,1,Jungle,Top,Elise,2016,Summer,0,Trundle,red,1,Jungle,Top,Rengar,2016,Summer,1
375,Irelia,blue,1,Jungle,Top,Elise,2016,Summer,1,Jax,red,1,Jungle,Top,Gragas,2016,Summer,0
376,Maokai,blue,1,Jungle,Top,Gragas,2016,Summer,1,Fizz,red,1,Jungle,Top,RekSai,2016,Summer,0
377,Maokai,blue,1,Jungle,Top,Graves,2016,Summer,0,Illaoi,red,1,Jungle,Top,Nidalee,2016,Summer,1
378,Swain,blue,1,Jungle,Top,RekSai,2016,Summer,1,Fizz,red,1,Jungle,Top,Kindred,2016,Summer,0
379,Trundle,blue,1,Jungle,Top,Nidalee,2016,Summer,0,Fizz,red,1,Jungle,Top,RekSai,2016,Summer,1
380,Renekton,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Irelia,red,1,Jungle,Top,Kindred,2016,Summer,0
381,Shen,blue,1,Jungle,Top,Kindred,2016,Summer,0,Irelia,red,1,Jungle,Top,Olaf,2016,Summer,1
382,Swain,blue,1,Jungle,Top,RekSai,2016,Summer,0,Trundle,red,1,Jungle,Top,Gragas,2016,Summer,1
383,Fizz,blue,1,Jungle,Top,RekSai,2016,Summer,1,Trundle,red,1,Jungle,Top,Gragas,2016,Summer,0
384,Shen,blue,1,Jungle,Top,RekSai,2016,Summer,0,Irelia,red,1,Jungle,Top,Nidalee,2016,Summer,1
385,Irelia,blue,1,Jungle,Top,Nidalee,2016,Summer,0,Trundle,red,1,Jungle,Top,Elise,2016,Summer,1
386,Trundle,blue,1,Jungle,Top,RekSai,2016,Summer,0,Swain,red,1,Jungle,Top,Gragas,2016,Summer,1
387,Trundle,blue,1,Jungle,Top,Olaf,2016,Summer,1,Shen,red,1,Jungle,Top,Hecarim,2016,Summer,0
388,Shen,blue,1,Jungle,Top,Kindred,2016,Summer,0,Trundle,red,1,Jungle,Top,Elise,2016,Summer,1
389,Irelia,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Ryze,red,1,Jungle,Top,RekSai,2016,Summer,0
390,Trundle,blue,1,Jungle,Top,Gragas,2016,Summer,0,Lissandra,red,1,Jungle,Top,RekSai,2016,Summer,1
391,Irelia,blue,1,Jungle,Top,Olaf,2016,Summer,1,Jax,red,1,Jungle,Top,RekSai,2016,Summer,0
392,Jax,blue,1,Jungle,Top,Nidalee,2016,Summer,1,Irelia,red,1,Jungle,Top,RekSai,2016,Summer,0
393,Shen,blue,1,Jungle,Top,Olaf,2016,Summer,1,Irelia,red,1,Jungle,Top,Nidalee,2016,Summer,0
394,Vladimir,blue,1,Jungle,Top,Nidalee,2016,Summer,0,Swain,red,1,Jungle,Top,RekSai,2016,Summer,1
395,Swain,blue,1,Jungle,Top,RekSai,2016,Summer,1,Jax,red,1,Jungle,Top,Elise,2016,Summer,0
396,Jax,blue,1,Jungle,Top,RekSai,2016,Summer,0,Irelia,red,1,Jungle,Top,Gragas,2016,Summer,1
397,Rumble,blue,1,Jungle,Top,Olaf,2016,Summer,1,Irelia,red,1,Jungle,Top,RekSai,2016,Summer,0
398,Jax,blue,1,Jungle,Top,Kindred,2016,Summer,1,Irelia,red,1,Jungle,Top,RekSai,2016,Summer,0
399,Irelia,blue,1,Jungle,Top,Elise,2016,Summer,0,Jax,red,1,Jungle,Top,Kindred,2016,Summer,1
400,Shen,blue,1,Jungle,Top,Kindred,2016,Summer,0,Fiora,red,1,Jungle,Top,Evelynn,2016,Summer,1
401,Irelia,blue,1,Jungle,Top,Evelynn,2016,Summer,0,Trundle,red,1,Jungle,Top,Elise,2016,Summer,1
402,Trundle,blue,1,Jungle,Top,Elise,2016,Summer,0,Fiora,red,1,Jungle,Top,Gragas,2016,Summer,1
403,Rumble,blue,1,Jungle,Top,RekSai,2016,Summer,0,Shen,red,1,Jungle,Top,Kindred,2016,Summer,1
404,Shen,blue,1,Jungle,Top,Kindred,2016,Summer,0,JarvanIV,red,1,Jungle,Top,RekSai,2016,Summer,1
405,JarvanIV,blue,1,Jungle,Top,Gragas,2016,Summer,0,Maokai,red,1,Jungle,Top,RekSai,2016,Summer,1
406,Trundle,blue,1,Jungle,Top,Kindred,2016,Summer,1,Lissandra,red,1,Jungle,Top,Nidalee,2016,Summer,0
407,Trundle,blue,1,Jungle,Top,Elise,2016,Summer,1,Irelia,red,1,Jungle,Top,Nidalee,2016,Summer,0
408,Trundle,blue,1,Jungle,Top,Kindred,2016,Summer,0,Rumble,red,1,Jungle,Top,Elise,2016,Summer,1
409,Jax,blue,1,Jungle,Top,Elise,2016,Summer,1,Trundle,red,1,Jungle,Top,Nidalee,2016,Summer,0
410,Lissandra,blue,1,Jungle,Top,RekSai,2016,Summer,1,Swain,red,1,Jungle,Top,Kindred,2016,Summer,0
411,Fiora,blue,1,Jungle,Top,Gragas,2016,Summer,0,Lissandra,red,1,Jungle,Top,RekSai,2016,Summer,1
412,Swain,blue,1,Jungle,Top,RekSai,2016,Summer,0,Trundle,red,1,Jungle,Top,Nidalee,2016,Summer,1
413,Shen,blue,1,Jungle,Top,RekSai,2016,Summer,1,Swain,red,1,Jungle,Top,Graves,2016,Summer,0
414,Hecarim,blue,1,Jungle,Top,RekSai,2016,Summer,0,Irelia,red,1,Jungle,Top,Elise,2016,Summer,1
415,Hecarim,blue,1,Jungle,Top,Elise,2016,Summer,1,Trundle,red,1,Jungle,Top,Nidalee,2016,Summer,0
416,Trundle,blue,1,Jungle,Top,Olaf,2016,Summer,0,Rumble,red,1,Jungle,Top,RekSai,2016,Summer,1
417,Lissandra,blue,1,Jungle,Top,Kindred,2016,Summer,1,Trundle,red,1,Jungle,Top,Elise,2016,Summer,0
