,TAG1,TAG2,Total_Played,Wins
2084,Nocturne,Soraka,1,1
3083,Sejuani,Leona,2,1
2087,Nidalee,MissFortune,1,1
324,Camille,Chogath,1,1
2089,Kayn,Lulu,3,1
2090,Nautilus,Thresh,1,1
2091,Nidalee,Sona,1,1
2092,DrMundo,Braum,1,1
612,Galio,Ivern,6,1
1561,DrMundo,Ryze,1,1
1548,Nocturne,Malzahar,2,1
3200,Ezreal,Gragas,2,1
2066,Hecarim,Brand,1,1
260,Maokai,Shaco,2,1
3143,Bard,Udyr,1,1
654,Sejuani,JarvanIV,1,1
1330,RekSai,MasterYi,1,1
1532,Evelynn,Zilean,1,1
3089,Ekko,Shen,1,1
657,Akali,Zac,1,1
3208,Vayne,Gragas,1,1
1530,Khazix,Yasuo,3,1
2184,Ashe,Annie,1,1
1527,Chogath,Vladimir,2,1
2190,Kalista,Karma,6,1
2191,Jinx,Shen,5,1
3210,Sivir,Syndra,1,1
2194,Vayne,Bard,5,1
1525,Rammus,Anivia,2,1
3213,Urgot,Lulu,2,1
939,Ekko,Yasuo,2,1
2199,Jinx,Nami,5,1
2200,Corki,Kennen,1,1
1524,Gragas,Heimerdinger,1,1
3214,Ezreal,Kennen,1,1
1328,Evelynn,Ahri,6,1
3207,Karthus,Vayne,1,1
996,Khazix,Swain,1,1
964,LeeSin,Gangplank,2,1
3086,MonkeyKing,Janna,1,1
631,Hecarim,Sion,2,1
1544,JarvanIV,Ekko,3,1
633,Trundle,Poppy,3,1
1542,Skarner,Gangplank,1,1
634,Graves,Udyr,1,1
635,XinZhao,Zac,1,1
637,Fiora,Maokai,2,1
1327,Evelynn,Irelia,1,1
1540,LeeSin,Veigar,2,1
639,Swain,Hecarim,1,1
977,Udyr,Zilean,3,1
643,Graves,Amumu,1,1
281,DrMundo,Rengar,3,1
3088,Gnar,Annie,1,1
1538,Rammus,Ryze,1,1
2162,Caitlyn,Nautilus,4,1
274,Nautilus,Zac,1,1
646,Sion,Olaf,1,1
647,Shen,Camille,2,1
1537,Pantheon,Ryze,1,1
1565,FiddleSticks,Orianna,1,1
2110,Lulu,Janna,3,1
2065,Lulu,Morgana,1,1
2992,Rumble,Gangplank,1,1
607,Zed,Gragas,2,1
2057,Kayn,Ashe,1,1
2990,Kayn,Karthus,1,1
1316,Udyr,Diana,1,1
1315,Nidalee,Karthus,1,1
3199,Ezreal,Zilean,2,1
2051,Warwick,Karma,4,1
2050,Maokai,Nami,2,1
2049,Maokai,Morgana,3,1
2048,Nunu,Taric,1,1
2047,Elise,Zac,1,1
2994,Ivern,AurelionSol,1,1
2061,Jax,Thresh,3,1
2039,Shen,Soraka,1,1
2996,Maokai,Heimerdinger,1,1
2997,Maokai,Ziggs,1,1
2035,Elise,Malphite,2,1
1574,Khazix,Zoe,2,1
3000,Maokai,Zilean,1,1
3001,Poppy,Kassadin,1,1
3002,DrMundo,Azir,1,1
3198,Ziggs,Camille,1,1
2028,Elise,Gragas,2,1
2027,JarvanIV,Camille,1,1
2060,Udyr,Thresh,4,1
3131,MonkeyKing,Ziggs,1,1
2988,Warwick,Ekko,1,1
3145,Evelynn,Sona,1,0
3157,Karma,Nami,1,0
3246,Taliyah,Karma,1,0
3225,KogMaw,Zyra,1,0
3255,Caitlyn,Gragas,1,0
2973,Kayn,Kassadin,1,0
2972,Trundle,Orianna,2,0
3097,Kindred,Rakan,1,0
3109,Rengar,Veigar,2,0
2999,Kayn,Yasuo,1,0
3114,Khazix,Annie,1,0
2836,FiddleSticks,Ahri,1,0
2967,Karma,Renekton,1,0
2835,Nunu,Zed,2,0
2922,Rumble,Zilean,1,0
3206,Kalista,Kled,1,0
3170,Nocturne,Rakan,1,0
2797,Gnar,Nocturne,1,0
2935,RekSai,Rumble,1,0
3224,Caitlyn,Nunu,1,0
3118,Volibear,Karma,1,0
3048,Hecarim,Ahri,1,0
3020,Pantheon,Lulu,2,0
2920,Nidalee,Kindred,1,0
2829,Ekko,Khazix,1,0
3247,MissFortune,Leona,1,0
2828,Chogath,Evelynn,1,0
2827,Pantheon,Sejuani,1,0
3172,Vi,TahmKench,1,0
3072,Khazix,Soraka,1,0
3205,Kennen,Lulu,2,0
2850,Vi,Vladimir,1,0
3087,Nautilus,Morgana,1,0
3263,Kennen,Nami,1,0
3075,Maokai,Sona,1,0
2854,Poppy,Lissandra,1,0
2934,Gragas,Riven,1,0
2965,Camille,Syndra,2,0
3011,Karma,Ryze,1,0
3203,Varus,Fiddlesticks,2,0
3136,Karma,Jinx,1,0
3061,FiddleSticks,Annie,1,0
2966,MissFortune,Gragas,1,0
3173,Shyvana,Alistar,3,0
3023,Nunu,Diana,1,0
2842,Evelynn,Kassadin,4,0
3076,Shyvana,Thresh,2,0
3227,Janna,Kalista,1,0
3045,Warwick,Ezreal,1,0
3138,Camille,Zilean,1,0
3204,KogMaw,Blitzcrank,2,0
3192,Tristana,Annie,2,0
2846,JarvanIV,Varus,2,0
3237,Urgot,TwistedFate,1,0
2998,DrMundo,Lucian,1,0
2845,Nocturne,Viktor,3,0
3047,Fizz,Talon,1,0
3226,Kalista,Veigar,1,0
3007,Poppy,Morgana,1,0
3095,Graves,Camille,1,0
3063,Vi,Alistar,2,0
3212,Sivir,Kayle,1,0
2813,Maokai,XinZhao,1,0
2943,Sejuani,Gangplank,4,0
3211,Sivir,Sejuani,1,0
2811,Illaoi,Sejuani,1,0
3217,Vayne,Veigar,1,0
2809,Lucian,JarvanIV,1,0
2938,Nocturne,Azir,1,0
2808,Lucian,Khazix,1,0
2807,Lucian,Nunu,1,0
3005,Poppy,Lux,1,0
2805,Kled,Volibear,1,0
2804,Poppy,Vi,1,0
2802,Riven,Kindred,1,0
3049,Lulu,Lissandra,1,0
3197,Sivir,MissFortune,1,0
2801,Renekton,Kindred,1,0
3053,Skarner,Malzahar,1,0
3161,Ivern,Janna,1,0
3191,Lulu,Nautilus,1,0
2942,Trundle,Ryze,1,0
3054,Poppy,Taliyah,1,0
2970,Rumble,Galio,1,0
2940,DrMundo,Jayce,1,0
2941,DrMundo,Zilean,1,0
3251,Jinx,Taric,1,0
3130,MonkeyKing,Nami,1,0
3094,Rumble,Zyra,1,0
3117,DrMundo,Trundle,2,0
3056,Sejuani,Fiddlesticks,1,0
3252,Draven,Leona,1,0
2971,Nocturne,Vladimir,1,0
3167,Chogath,Karma,1,0
2825,Poppy,Skarner,1,0
2824,Vladimir,Hecarim,1,0
3166,Skarner,Alistar,2,0
2823,Rengar,Gragas,2,0
3079,Vi,Zilean,1,0
2822,Annie,Khazix,1,0
2821,Gnar,Lulu,1,0
3158,Khazix,Gragas,1,0
3165,Nunu,Brand,1,0
3248,Lucian,Kayle,1,0
3249,Xayah,Nami,2,0
3221,Ashe,Syndra,2,0
3220,Ziggs,MissFortune,2,0
3115,Vi,Kalista,1,0
2945,Pantheon,Syndra,2,0
2817,Lissandra,Nunu,1,0
3051,Pantheon,Fizz,1,0
3239,Varus,Ziggs,1,0
3160,Rammus,Rakan,1,0
2944,Volibear,Cassiopeia,1,0
3142,Camille,Thresh,1,0
2969,Camille,Cassiopeia,1,0
3209,Thresh,TwistedFate,1,0
2995,Olaf,Fizz,1,0
2857,Kindred,Ziggs,1,0
3185,Jayce,Karma,1,0
3181,Corki,Malphite,1,0
2900,Graves,Kayle,1,0
3036,Volibear,Taliyah,1,0
3146,Vi,Blitzcrank,1,0
2953,XinZhao,Corki,1,0
2982,Kindred,Veigar,1,0
2899,Rengar,Nasus,1,0
3037,Khazix,Veigar,2,0
3082,Nunu,Leona,3,0
2896,Rumble,Talon,1,0
2981,Udyr,Fizz,1,0
2954,Skarner,Syndra,1,0
3151,MasterYi,Alistar,1,0
2951,Elise,Chogath,1,0
2902,MasterYi,Orianna,1,0
2979,Ekko,Corki,2,0
3134,Ekko,Ivern,1,0
2893,Warwick,Katarina,1,0
3242,Viktor,Jinx,1,0
2955,MonkeyKing,Lissandra,1,0
3261,Xayah,Camille,1,0
3102,Poppy,Annie,1,0
3125,LeeSin,Sion,1,0
3231,Ashe,Galio,1,0
3260,Twitch,Sona,1,0
2977,Kindred,Diana,1,0
3038,JarvanIV,Swain,1,0
2901,Kindred,Galio,1,0
3066,Nocturne,Annie,3,0
3084,Volibear,Thresh,2,0
2927,Khazix,Fiora,1,0
3106,Evelynn,Veigar,1,0
2983,Elise,Jhin,1,0
3110,Olaf,Nunu,1,0
3030,Chogath,Lucian,1,0
3070,Kindred,Shen,1,0
3105,Vi,Kayle,1,0
3234,Jinx,Lux,1,0
3111,Jayce,Zyra,1,0
3148,Chogath,Trundle,1,0
3031,Ezreal,Orianna,1,0
3017,Maokai,Velkoz,1,0
3193,Vayne,Poppy,1,0
2952,Rakan,Ekko,1,0
3035,Evelynn,Taliyah,1,0
3016,DrMundo,Syndra,1,0
3067,Vi,Shen,1,0
3241,Teemo,Ivern,1,0
2906,Poppy,Galio,1,0
2905,Pantheon,KogMaw,1,0
2928,Jayce,Orianna,1,0
3258,Jayce,Thresh,1,0
3186,Kalista,Sona,2,0
2913,Nautilus,Urgot,1,0
3232,Xayah,Sion,1,0
3124,Rakan,Gragas,1,0
3034,Vi,Ryze,1,0
3230,MissFortune,Nautilus,1,0
2884,Nidalee,Kayle,1,0
2963,JarvanIV,Heimerdinger,1,0
3065,Evelynn,Bard,2,0
2947,Galio,Lucian,1,0
3119,Pantheon,Karma,1,0
2989,Ivern,Fizz,1,0
2993,MasterYi,Ahri,1,0
3256,Twitch,Zilean,1,0
3196,Urgot,Karma,1,0
3074,Rumble,Kennen,1,0
2961,Sejuani,Quinn,1,0
2985,Chogath,Leblanc,2,0
3201,Kennen,Fiddlesticks,1,0
3099,MasterYi,Kled,1,0
3043,LeeSin,Hecarim,1,0
2919,DrMundo,Leblanc,2,0
3176,Lulu,Alistar,1,0
2864,Shaco,Anivia,1,0
2946,Ivern,Zilean,2,0
2863,Kindred,Syndra,2,0
3081,Fizz,Annie,1,0
2862,Nidalee,Jhin,1,0
2861,Hecarim,Xerath,2,0
3132,Camille,Blitzcrank,1,0
3064,Gragas,Malphite,2,0
3202,Twitch,Annie,1,0
2962,Maokai,Varus,1,0
2860,Hecarim,Anivia,2,0
2933,Sejuani,Lux,2,0
2868,Sejuani,Fiora,1,0
3073,Nunu,Rakan,1,0
3101,Pantheon,TwistedFate,1,0
2875,Volibear,Viktor,1,0
2883,Elise,Kayle,4,0
2882,Udyr,Syndra,1,0
2931,LeeSin,Mordekaiser,1,0
2880,Nautilus,KogMaw,1,0
3127,XinZhao,Camille,1,0
2956,Nocturne,Katarina,1,0
2879,Rengar,KogMaw,1,0
2976,DrMundo,Lux,1,0
2948,Zac,Ziggs,1,0
2991,Udyr,Viktor,1,0
2975,Sejuani,Talon,1,0
2876,Volibear,Fizz,1,0
3026,Skarner,Vladimir,1,0
2984,Vi,Viktor,1,0
2873,Fizz,Ahri,1,0
3120,Galio,Alistar,1,0
3024,Evelynn,Anivia,1,0
3189,Draven,Zilean,1,0
3040,Shyvana,Fiddlesticks,1,0
3140,Ivern,Brand,2,0
3041,XinZhao,Malzahar,1,0
3195,Draven,Nami,2,0
3085,Volibear,Lulu,1,0
2958,Olaf,Diana,1,0
2974,Ivern,Lissandra,1,0
2959,Rengar,Diana,1,0
3135,MissFortune,Elise,1,0
1999,Vi,Soraka,1,0
2796,Yasuo,JarvanIV,1,0
1467,Zac,Quinn,1,0
1430,Rumble,Jayce,1,0
1435,Pantheon,Orianna,4,0
1436,Darius,Lulu,1,0
1439,Amumu,Leblanc,1,0
1442,Maokai,Azir,1,0
1444,Ekko,Ezreal,3,0
1450,Sion,Katarina,1,0
1454,Camille,Ryze,1,0
1456,Warwick,Corki,2,0
1457,Rumble,AurelionSol,1,0
1460,Graves,AurelionSol,5,0
1465,Kayn,Corki,2,0
1468,JarvanIV,Talon,2,0
1520,Nautilus,Ryze,1,0
1475,Ekko,Lissandra,2,0
1477,Ekko,Anivia,1,0
1479,Poppy,Gangplank,1,0
1481,Bard,Azir,1,0
1482,Ekko,Swain,1,0
1493,Nocturne,Ryze,3,0
1498,LeeSin,Lux,3,0
1503,Kayn,Vladimir,1,0
1509,Udyr,Azir,1,0
1510,Rumble,Syndra,2,0
1515,Jax,Syndra,1,0
1517,Poppy,Kayle,1,0
491,Hecarim,Rengar,2,0
1412,Syndra,Graves,1,0
495,Morgana,Gragas,1,0
1404,Trundle,Corki,1,0
1308,Rengar,Ezreal,3,0
1312,Nidalee,Xerath,1,0
1317,LeeSin,JarvanIV,1,0
1324,Nautilus,Azir,1,0
1329,Fizz,Viktor,1,0
1334,JarvanIV,Velkoz,2,0
1335,Evelynn,Velkoz,1,0
1339,Evelynn,Lulu,7,0
1341,Fizz,Zed,1,0
1345,Evelynn,Gangplank,2,0
1350,Udyr,Ezreal,1,0
503,Maokai,Fizz,2,0
1353,Elise,Pantheon,4,0
1359,Ekko,AurelionSol,1,0
1360,Khazix,Varus,1,0
500,RekSai,Evelynn,2,0
1375,Ivern,Anivia,1,0
1378,Rengar,Galio,3,0
498,RekSai,LeeSin,1,0
1386,Amumu,Orianna,1,0
1388,Sejuani,Ekko,3,0
1391,Vi,Riven,1,0
1392,Vi,Veigar,1,0
1394,Nautilus,Karthus,1,0
1403,Nunu,Gangplank,1,0
1518,Leblanc,Jhin,1,0
1529,Kayn,Karma,1,0
1895,Warwick,Bard,1,0
1784,Rengar,Maokai,1,0
447,Maokai,Camille,3,0
432,Akali,Hecarim,1,0
1691,Evelynn,Leona,3,0
1692,Amumu,Karma,2,0
426,Swain,Olaf,1,0
417,Graves,Sejuani,2,0
415,Nasus,LeeSin,1,0
1716,Olaf,Soraka,2,0
1735,RekSai,Sona,7,0
1739,Sejuani,Sona,2,0
390,Trundle,Evelynn,1,0
385,LeeSin,Olaf,1,0
368,Diana,Vi,1,0
1531,Pantheon,Jayce,1,0
365,Kennen,Hecarim,2,0
1794,Elise,Sejuani,2,0
1821,Zac,Soraka,1,0
349,Cassiopeia,LeeSin,2,0
342,JarvanIV,Nocturne,1,0
1849,Evelynn,Shen,1,0
338,Nasus,Maokai,1,0
1863,Nunu,TahmKench,1,0
1879,Camille,Zyra,1,0
1883,Elise,Fiddlesticks,4,0
1885,Shaco,Gragas,1,0
1886,Shaco,Alistar,1,0
1660,Nocturne,Nautilus,1,0
1659,XinZhao,Thresh,1,0
450,Camille,Shaco,1,0
451,Gragas,Shaco,1,0
1539,Ekko,Veigar,1,0
1543,RekSai,Irelia,1,0
1545,Vi,Lulu,2,0
1551,Skarner,Viktor,2,0
1555,Kayn,Ryze,1,0
1562,Warwick,Leblanc,3,0
1563,DrMundo,Ahri,1,0
1573,Shyvana,Ryze,7,0
1577,Shyvana,Corki,2,0
1579,Rammus,Ziggs,1,0
1583,Lulu,TwistedFate,1,0
1584,Nocturne,Zed,1,0
1585,Vi,Jayce,1,0
1587,Syndra,Draven,1,0
1588,Jax,Orianna,1,0
1590,Rammus,Azir,1,0
1600,Kayn,Azir,1,0
485,Gnar,Sion,1,0
481,Bard,Fiddlesticks,1,0
479,Yasuo,Malphite,1,0
477,Gnar,Poppy,1,0
476,Galio,Kayn,2,0
472,Gnar,Kayn,1,0
456,Akali,Elise,1,0
453,Teemo,Elise,2,0
1306,Sion,Azir,1,0
1305,Nunu,Ryze,1,0
1304,Nunu,Xerath,2,0
678,Jax,Graves,2,0
829,Vi,Azir,4,0
833,Vi,Ezreal,3,0
709,TahmKench,Olaf,1,0
708,Kennen,Rumble,1,0
704,Nautilus,Udyr,1,0
858,Nunu,Rumble,1,0
860,Zac,Diana,2,0
700,Camille,Kayn,1,0
885,XinZhao,Urgot,1,0
690,Talon,Nidalee,1,0
688,Poppy,Nocturne,1,0
682,Pantheon,Elise,1,0
910,Vi,Rumble,1,0
1301,Fiddlesticks,Kayn,1,0
911,Evelynn,Jayce,2,0
677,Jayce,Hecarim,1,0
676,Singed,Nidalee,1,0
673,Ryze,Hecarim,2,0
670,Shyvana,Bard,1,0
667,Malphite,Kassadin,1,0
933,Evelynn,Urgot,1,0
665,Malphite,Udyr,1,0
940,Amumu,Diana,1,0
941,Amumu,Yasuo,1,0
664,Kayle,Ekko,1,0
945,Ekko,Velkoz,1,0
718,Lulu,Poppy,1,0
719,Poppy,Leblanc,2,0
722,Poppy,Nautilus,2,0
724,Yorick,Ivern,1,0
734,Ryze,Pantheon,2,0
738,Nidalee,Elise,2,0
744,Fiora,Ekko,1,0
746,Darius,JarvanIV,1,0
747,Malphite,Vi,2,0
752,Maokai,Skarner,1,0
754,Maokai,Ezreal,3,0
761,Warwick,Nunu,1,0
762,Malphite,DrMundo,1,0
731,Urgot,Maokai,1,0
775,Shen,Shyvana,1,0
777,Ornn,Shyvana,3,0
778,Kennen,Shyvana,1,0
783,Katarina,Nunu,1,0
784,Irelia,Zac,1,0
789,Ryze,Nocturne,1,0
729,Swain,LeeSin,3,0
791,LeeSin,Jax,1,0
794,Olaf,Evelynn,1,0
800,Ornn,Skarner,1,0
801,Vladimir,Kayn,1,0
804,Camille,Shyvana,1,0
805,Jayce,Jax,1,0
809,Jayce,Shyvana,1,0
811,Nasus,Khazix,1,0
662,Morgana,Zac,1,0
658,Riven,Chogath,1,0
652,Blitzcrank,Illaoi,1,0
558,Gnar,Amumu,2,0
548,Sejuani,Graves,3,0
535,Teemo,Nidalee,1,0
1174,RekSai,Talon,3,0
1180,Maokai,Viktor,2,0
1192,Hecarim,Diana,1,0
1200,Ekko,KogMaw,1,0
529,Swain,Ekko,1,0
1207,Ekko,Vladimir,1,0
1216,Olaf,Chogath,1,0
1224,Kindred,Velkoz,2,0
1226,Udyr,Zed,1,0
522,Morgana,Rumble,1,0
1232,Rumble,Viktor,4,0
1245,Olaf,Gangplank,2,0
516,Quinn,Evelynn,1,0
1252,Rumble,Vladimir,1,0
1258,Hecarim,Jayce,1,0
512,Hecarim,Fizz,2,0
1268,Rumble,Ahri,3,0
1270,Shaco,TwistedFate,1,0
1271,Shaco,Yasuo,1,0
1282,LeeSin,Lucian,5,0
1292,Chogath,Jayce,1,0
1296,Maokai,Katarina,1,0
1299,Malphite,Lux,1,0
551,Cassiopeia,Khazix,1,0
559,Jax,Khazix,2,0
649,Jayce,Rumble,1,0
565,Kennen,Maokai,1,0
644,Malphite,Sion,1,0
640,Illaoi,Graves,2,0
636,Quinn,Rumble,1,0
632,Fizz,JarvanIV,3,0
630,Hecarim,Amumu,1,0
629,Rengar,Darius,1,0
605,Jax,Hecarim,2,0
601,Graves,Zac,2,0
600,Fiora,Trundle,1,0
1059,LeeSin,Pantheon,2,0
596,Trundle,Chogath,1,0
593,Shen,Syndra,1,0
590,Yorick,Graves,2,0
588,Kayle,RekSai,2,0
585,Rammus,Trundle,1,0
579,Shyvana,JarvanIV,1,0
577,Yorick,RekSai,1,0
576,Azir,Nidalee,1,0
1098,Rengar,JarvanIV,2,0
1100,Shaco,Corki,1,0
574,Varus,Ekko,1,0
573,Cassiopeia,Ekko,1,0
572,Vladimir,Evelynn,1,0
568,RekSai,Rengar,1,0
567,Cassiopeia,Vi,1,0
1887,Elise,Sion,1,0
1900,Chogath,Lulu,1,0
2793,Mordekaiser,Chogath,1,0
2635,Talon,Rengar,2,0
2619,Kennen,Fizz,1,0
2620,Jax,Volibear,1,0
2621,Gragas,Volibear,1,0
2622,Ekko,Evelynn,1,0
2625,Diana,Gragas,1,0
2627,Irelia,Udyr,1,0
2628,DrMundo,Kindred,1,0
2630,Zac,LeeSin,1,0
2631,TahmKench,Hecarim,1,0
2632,Riven,Ivern,1,0
2633,Trundle,Rumble,3,0
2634,Gragas,Rumble,1,0
2637,Warwick,LeeSin,1,0
2678,Irelia,Ekko,1,0
2645,Kayle,MasterYi,1,0
2648,Rengar,LeeSin,1,0
2649,Morgana,Nunu,1,0
2654,Karma,Nidalee,1,0
2661,Fiora,Rumble,1,0
2663,Nautilus,Shyvana,1,0
2665,Poppy,Shyvana,1,0
2667,Sejuani,Khazix,2,0
2668,Camille,Jayce,1,0
2673,Renekton,Lulu,1,0
2674,Lissandra,Khazix,1,0
2675,Chogath,Vi,1,0
2617,Kennen,Evelynn,2,0
2615,Chogath,Graves,2,0
2614,Jayce,Chogath,1,0
2611,Galio,Nunu,1,0
2555,Jinx,Blitzcrank,2,0
2557,Tristana,Zilean,1,0
2565,Kennen,Nautilus,1,0
2567,Xayah,Zilean,1,0
2570,Ziggs,Bard,3,0
2573,Kennen,Bard,1,0
2576,KogMaw,Ornn,1,0
2577,Varus,Ornn,2,0
2580,Janna,DrMundo,1,0
2584,Kalista,Ornn,1,0
2587,Swain,JarvanIV,1,0
2588,DrMundo,Nunu,1,0
2589,Renekton,Vi,1,0
2594,DrMundo,Nidalee,4,0
2595,Rumble,Nocturne,2,0
2596,Nautilus,Vi,1,0
2597,Morgana,Vi,2,0
2599,Jax,Poppy,1,0
2601,Gangplank,Nocturne,1,0
2605,Teemo,RekSai,1,0
2606,Kassadin,Nidalee,1,0
2607,Singed,RekSai,1,0
2608,Sion,Khazix,2,0
2609,Nautilus,Shaco,1,0
2610,Swain,Rengar,1,0
2676,Galio,Ekko,1,0
2680,TahmKench,DrMundo,1,0
1906,Poppy,Bard,1,0
2770,Nautilus,Karma,1,0
2742,MonkeyKing,Sejuani,1,0
2744,Lucian,Sejuani,1,0
2746,Cassiopeia,Graves,1,0
2747,Jayce,Skarner,2,0
2749,Jax,Ivern,1,0
2751,Irelia,Ivern,1,0
2755,Lissandra,Udyr,1,0
2756,Poppy,MasterYi,1,0
2758,Sejuani,Rengar,1,0
2762,Zac,Gragas,1,0
2766,Quinn,Poppy,1,0
2769,Zac,Kindred,1,0
2772,Riven,Khazix,1,0
2682,Nautilus,Sejuani,1,0
2773,Jayce,Nocturne,1,0
2774,Warwick,Rengar,1,0
2776,Yorick,Elise,1,0
2777,Aatrox,Ivern,1,0
2778,Jax,Warwick,1,0
2779,Kayn,Maokai,1,0
2780,Jax,Trundle,1,0
2781,JarvanIV,Rammus,1,0
2782,Chogath,DrMundo,1,0
2784,Khazix,Nunu,1,0
2787,Riven,Skarner,2,0
2788,Darius,Olaf,1,0
2741,Lucian,Evelynn,1,0
2735,MasterYi,Gragas,1,0
2734,Hecarim,Kindred,1,0
2733,Nasus,Ekko,2,0
2683,Maokai,Volibear,1,0
2687,JarvanIV,Kindred,1,0
2690,Riven,Graves,1,0
2691,Shen,Udyr,1,0
2694,Nautilus,Nocturne,1,0
2697,Shen,Rakan,1,0
2698,Riven,Olaf,1,0
2699,Gragas,XinZhao,1,0
2702,DrMundo,Skarner,1,0
2703,Malphite,Sejuani,1,0
2704,Gnar,MonkeyKing,1,0
2705,Olaf,Sejuani,1,0
2706,Irelia,Pantheon,3,0
2710,Hecarim,Olaf,1,0
2713,Nautilus,Maokai,1,0
2714,Olaf,Hecarim,2,0
2717,Nautilus,Camille,1,0
2718,Heimerdinger,Ekko,1,0
2720,Aatrox,Graves,1,0
2721,Kled,Rumble,1,0
2724,Kled,Nocturne,1,0
2725,Yasuo,Trundle,1,0
2726,Akali,Nidalee,1,0
2728,Malphite,Zac,1,0
2731,Rammus,Ekko,1,0
2554,KogMaw,Kayle,1,0
2548,Corki,Evelynn,1,0
2545,Ashe,Maokai,1,0
2064,Udyr,Trundle,1,0
2032,Chogath,Kennen,2,0
2033,Gragas,Kayle,1,0
2036,Udyr,Soraka,1,0
2037,Kassadin,Alistar,1,0
2038,Poppy,Braum,2,0
2040,Bard,Garen,1,0
2042,Ekko,Karma,1,0
2043,Elise,Ashe,1,0
2046,Hecarim,Blitzcrank,1,0
2052,LeeSin,Gragas,2,0
2056,Khazix,Maokai,1,0
2063,Leblanc,Evelynn,1,0
2068,Nautilus,Malzahar,1,0
2536,Kalista,Galio,4,0
2073,Warwick,Zilean,1,0
2077,Pantheon,Braum,2,0
2080,JarvanIV,Zilean,3,0
2085,Skarner,Kennen,1,0
2101,Shyvana,Janna,1,0
2104,Shyvana,Trundle,1,0
2105,Shyvana,Morgana,1,0
2106,Zac,Ornn,1,0
2109,Karthus,Janna,1,0
2111,Syndra,DrMundo,1,0
2114,Pantheon,Sona,2,0
2117,Jax,Karma,1,0
2031,JarvanIV,Brand,1,0
2030,Kayn,Rakan,3,0
2025,Illaoi,Ahri,1,0
2020,Camille,MissFortune,2,0
1908,Fiddlesticks,Garen,1,0
1911,Sion,Morgana,1,0
1916,LeeSin,Irelia,2,0
1918,Nautilus,Kennen,1,0
1919,Sejuani,Nunu,1,0
1920,Fizz,Alistar,1,0
1925,Fizz,Braum,2,0
1933,Graves,Kennen,3,0
1939,Rengar,Kayle,1,0
1945,Rengar,Rakan,3,0
1948,Amumu,Rakan,1,0
1956,Nunu,Nami,3,0
1957,Nautilus,Alistar,1,0
1959,Olaf,Nautilus,1,0
1962,Evelynn,Trundle,1,0
329,Kennen,Chogath,2,0
1971,Hecarim,Soraka,1,0
1980,Syndra,Braum,1,0
1990,Rumble,TahmKench,1,0
1997,Pantheon,Morgana,2,0
2001,Darius,Blitzcrank,1,0
2004,Amumu,Nami,1,0
2007,Poppy,Shen,1,0
2015,Sejuani,Brand,2,0
2017,Sion,Lissandra,1,0
2125,Caitlyn,Leona,4,0
2163,Twitch,Nautilus,1,0
275,Camille,Evelynn,2,0
2423,Varus,Kennen,1,0
2426,Blitzcrank,Garen,1,0
2433,Sivir,Veigar,2,0
2436,Kalista,Irelia,2,0
2438,Vayne,Nunu,1,0
2446,Lucian,Lissandra,3,0
2454,Jhin,Kayle,1,0
2455,Sivir,Zilean,1,0
2471,Varus,Annie,2,0
2474,Urgot,Trundle,1,0
2488,Vayne,Rakan,1,0
2495,Caitlyn,Camille,3,0
2497,Lucian,Velkoz,1,0
2501,Caitlyn,Taliyah,1,0
2506,Tristana,Brand,1,0
2509,Vayne,Lissandra,1,0
2510,MissFortune,Brand,2,0
2512,MissFortune,Taric,3,0
2513,Sivir,Camille,1,0
2515,Caitlyn,Ahri,1,0
2522,Xayah,Brand,2,0
2523,Jhin,Kennen,1,0
2524,Xayah,Kayle,1,0
2526,Kalista,Garen,1,0
2529,Viktor,Leona,1,0
2530,Karma,Ashe,1,0
2425,Lucian,LeeSin,2,0
19,RekSai,Vi,1,0
256,Poppy,Evelynn,3,0
2419,KogMaw,Sejuani,1,0
216,Ekko,Sejuani,1,0
193,Vladimir,Nidalee,2,0
169,Trundle,Udyr,2,0
156,Poppy,Udyr,1,0
2269,Tristana,Sona,3,0
2273,Sivir,Sona,6,0
122,Lulu,Ekko,1,0
118,Lulu,Amumu,1,0
117,Rumble,Amumu,1,0
107,Vladimir,Zac,3,0
103,Kennen,Nunu,2,0
97,Vladimir,LeeSin,4,0
93,Riven,Ekko,1,0
89,Shen,Vi,3,0
2312,Mordekaiser,Maokai,3,0
79,Lulu,Evelynn,1,0
73,Rumble,XinZhao,1,0
2331,Varus,Sejuani,1,0
62,Ryze,Sejuani,1,0
2353,Corki,Galio,1,0
48,Irelia,Nunu,2,0
2380,KogMaw,Annie,1,0
2388,Caitlyn,Poppy,4,0
2395,Jhin,Sion,2,0
2399,MissFortune,Nami,3,0
3265,Caitlyn,Ornn,1,0
